title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Sales Strategies Supervisor,АО ИП Эфес Казахстан,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Duties and responsibilities:

Assist in the development of revenue growth strategies by collaborating with the Sales Managers.
Support the identification and development of profit improvement opportunities through data analysis and reporting.
Assist in the implementation of action plans and system structure changes to capture market opportunities effectively.
Contribute to pricing analysis and risk management to support the creation of business proposals and pricing strategies.
Analyze components such as price, volume and discount, and provide insights on alternative solutions in channel pricing and SKU management.
Aid in distributor development by analyzing distributor P&L statements to identify areas for cost optimization and improved profitability.

Key Dimentions:

Financial: Sales performance, Sales volumes, Market share, efficient spend, within the approved budget limits
Environment: Building stable partnership relations with third parties (distributors, partners, Efes managers). Highly volatile market situation, competitive environment

Competency requirements:

Bachelor's degree in finance, economics, business or engineering departments
5 years of working experience in Sales/Sales Systems/Trade Marketing
Understanding of Marketing/Trade Marketing
Analytical mindset, critical thinking
Strong communication, problem solving
Knowledge of English language on Upper Intermediate or higher level
Advanced excel and power point
Flexible individual with ability to multitask, to exercise initiative, and work effectively under pressure, paying strong attention to detail
Willingness to travel and field visits",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/120567529,"sales systems,Trade Marketing,analytical mindset,Multitasking"
PPC Specialist \ Интернет маркетолог,ТОО Starcom Kazakhstan,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Привет!

Мы в поиске специалиста в сфере контекстной рекламы, если ты умеешь настраивать показ рекламы на нужную целевую аудиторию на разных площадках, тогда скорее откликайся!

Внимание, вакансия предполагает первые 3 месяца работа в ОФИСЕ!

Что нужно будет делать:

Уметь читать медиа планы;

Запускать рекламные кампаний в кабинетах;

Отслеживать (регулярно) эффективности;

Подготовка рекомендаций по улучшению эффективности;

Подготовка отчетов.

Для нас важно:

Умение работать с Google Ads; Яндекс.Директ; AdsManager Meta, Yandex Direct, DV360, TikTok Ads;
Excel на среднем/высоком уровне;
Регулярный мониторинг, анализ и оптимизация эффективности рекламных кампаний;
Умение анализировать, что же улучшить, чтобы реклама приводила больше целевой аудитории;
Составление отчётов (Post week, Post Month, Post Campaign);
Человек, который хочет расти и развиваться;
Усидчивый и внимательный к деталям человек;
Коммуникабельный и дружелюбный, любящий работать в команде;
Человек, который может легко обучаться и открыт новому.

Мы Гарантируем:

Понимание, теплота и проекты в которых нужна ТВОЯ помощь!
Оформление по ТК РК и белая ЗП;
Современный офис в центре города с красивым видом из окна, развитая инфраструктура в придачу;
Отпуск и отдых 26 дней в году;
График работы с 09.30 до 18.30.

Если тебе захочется познакомится с нами лично, оставляй свой отклик.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,15 мая 2025,https://hh.kz/vacancy/120567453,"Контекстная реклама,Google AdWords,Яндекс.Директ,MS PowerPoint,Интернет-реклама,Работа с системами аналитики,Yandex Direct,Ремаркетинг,Внешний аудит контекстной рекламы,Внутренний аудит контекстной рекламы,Автоматизация контекстных кампаний,PPC,Power BI,Аналитика,Facebook Ads,Таргетинг,MyTarget"
Коммерческий аналитик,ТОО Airba Fresh,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Airba Fresh — лучшее место для покупки свежих и вкусных продуктов, с доставкой день в день. Мы развиваем культуру здорового образа жизни и предлагаем натуральные продукты высокого качества по справедливым ценам.

Обязанности:
Поддержка команды Коммерческого отдела необходимыми данными и отчетами
Расчеты KPI Коммерческого отдела
Аналитика и отчеты по промо, ассортименту
Создание необходимых бизнесу отчетов во внутренних системах
Подготовка презентаций по итогам деятельности отдела для различных форумов
Написание аналитических записок и рекомендаций для коммерческого отдела
Требования:
Умение работать в команде и обладать хорошими коммуникабельными навыками
Высшее образование в области экономики, финансов, статистики, либо информационных технологий. (не сильно важно)
Опыт работы в сфере ритейла, аналитики, с большим объемом данных/ анализа данных.
Продвинутые знания Excel.
Аналитический склад ума: способность критически мыслить и эффективно анализировать большие массивы данных и тенденции.
Внимательность и способность формировать причинно-следственные связи, видеть тренды, прогнозировать результат решений.
Внимание к деталям, обеспечение точности анализа данных и отчетности.
Понимание общих принципов построение аналитической отчетности, KPI и структуры данных.
Условия работы: заработная плата обговаривается индивидуально, после всех этапов интервью.
Условия:
Прогрессирующая корпоративная культура: Эксклюзивные внутренние мероприятия, сообщества, живые ценности;
Корпоративное обучение: Внутренние мастер классы, онлайн тренинги от Сферы Знаний, корпоративная библиотека;
Программа Super Buddy: Возможность прокачать свои лидерские навыки и передать свою экспертность новым специалистам;
Льготные условия на посещение фитнес центра – Technofit;
Возможность посещать с семьей и друзьями зону отдыха – Ecodom;
Активное участие в жизни компании: Дегустация продуктов и выбор поставщика;
Большая парковочная зона.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120580068,Не указано
Full Stack разработчик на C# (Программист),ТОО Mladex (Mladex Pharm Consulting Group),Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Привет!

Я являюсь тимлидом нашей крутой команды разработчиков, мы находимся в поисках Full Stack разработчиков на C#.
Ищем нескольких программистов уровня Middle.

О компании
- Нашим основным родом деятельности является обработка и анализ данных для фармацевтического рынка Центральной Азии
- Для этого мы создали и поддерживаем набор сервисов, направленных как на внутреннюю работу компании, так и предназначенных для внешних клиентов в B2B сегменте
- Наиболее примечательными продуктами компании являются сервис онлайн заказа товаров для аптек PharmCenter и сервис рыночной аналитики Viortis Base

Обязанности
- Поддержка и модификация существующих продуктов компании
- Проектирование и реализация новых решений
- Активное участие в обсуждениях и планировании
- Документирование проделанной работы

Требования
- Опыт коммерческой работы по специальности от 1 года
- Опыт проектирования новых программных решений, знание и умение применять паттерны проектирования
- Понимание принципов работы Web-технологий, асинхронного программирования, микросервисной архитектуры
- Уверенное знание Backend-технологий: .NET, C#, SQL Server, Entity Framework,
- Уверенное знание Frontend-технологий: Razor Pages, VueJS, JQuery, JavaScript, HTML, CSS
- Будет плюсом: Elasticsearch, PowerBI, TypeScript, RabbitMQ

Что мы предлагаем?
- Работа в динамично развивающейся IT компании
- Следуем букве закона - нормированный график работы, отпуск 24 календарных дня
- Рост и развитие каждого сотрудника
- Амбициозное, стратегически мыслящее руководство
- Душевный коллектив",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/119909985,"C#,ASP.NET,SQL,Entity Framework,RabbitMQ,jQuery,JavaScript,HTML,CSS"
Экономист-аналитик,ТОО Казэнергоинвест,Вакансия опубликована 15 мая 2025 в Астане,"от 450 000 ₸ за месяц, на руки","Обязанности:
Разработка форм и составление бюджета по проектам;
Работа с финансовыми институтами по привлечению денежных средств (кредитные линий, лизинг техники),
Выпуск гарантий по исполнению обязательств;
Составление управленческой отчетности и анализ финансово-хозяйственной деятельности;
Формирование и реализация финансовых и производственных планов (бюджетов - БДР, БДДС);
Контроль и оценка эффективности работы на местах путем сравнения фактических данных с плановыми показателями.
Требования:
Опыт работы более 5 лет;
Владение 1С-Бухгалтерия, опытный пользователь Microsoft Office - Excel, Word, PowerPoint
Условия:
Официальное трудоустройство согласно ТК РК
Конкурентная, стабильная, своевременная заработная плата
Долгосрочные отношения
Бонусы по результатам года
Комфортный, современный офис на левом берегу столицы
Приятные ""плюшки"" от компании (подарки ко дню рождения, корпоративы, тимбилдинги)
Возможности для обучения и профессионального роста
Трудовой отпуск 24 календарных дня.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120407078,"Основы финансового менеджмента,Бюджетирование,Финансовый анализ,Финансовое планирование,Экономический анализ,Формирование аналитической отчетности,MS Excel,1С: Предприятие 8,Финансовая стратегия,Бюджетирование ФОТ,Планирование бюджета"
Junior PHP Developer,Andersen,Вакансия опубликована 14 мая 2025 в Алматы,Не указано,"The IT company Andersen is looking for a responsible and organized Junior PHP Developer to join our team.

Andersen is a European pre-IPO IT software development company that provides a full cycle of services, following project management standards and best practices. We have more than 3,500 high-class professionals: developers, architects, testers, analysts, and other specialists. Our employees are located all over the world, but we all are Andersen Family.

Today, we are working with businesses from various parts of the world, including North America, Western Europe, Israel, Australia, and the UAE. Our expertise covers FinTech, Healthcare, Retail, Telecom, Media & Entertainment, Logistics, Travel & Hospitality, eCommerce, and other industries.

Responsibilities:

Developing new functionalities.
Collaborating on the creation of technical and business solutions and metrics.
Conducting code refactoring and participating in code reviews.
Ensuring the smooth operation of applications in a production environment.

Must-haves:

Experience as a PHP Developer for 6+ months.
Experience with modern PHP frameworks like Symfony, Laravel, Yii, etc.
Knowledge of MySQL or PostgreSQL.
Good understanding of SOLID principles and design patterns.
Willingness to work with WordPress.
Excellent troubleshooting and communication skills.
Ability to work in a fast-paced, team-oriented environment.
Level of English – from Intermediate+ and above.

Reasons why this job would be interesting to you:

Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc..
The opportunity to change the project and/or develop expertise in an interesting business domain.
Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant.
Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee.
The opportunity to earn up to an additional 1,000 EUR per month, depending on the level of expertise, which will be included in the annual bonus, by participating in the company's activities.
Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated.
Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies).
Certification compensation (AWS, PMP, etc).
Referral program.
English courses.
Private health insurance and compensation for sports activities.

Your personal data is protected in accordance with GDPR regulations.

Join us!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,14 мая 2025,https://hh.kz/vacancy/120545229,"PHP,Laravel,Symfony,Wordpress,SQL,Yii,Английский — B1 — Средний"
Экономист,ТОО Құрылысшы LTD,Вакансия опубликована 14 мая 2025 в Астане,"от 400 000 ₸ за месяц, на руки","Ведущая строительная компания Астаны приглашает в команду опытного экономиста, готового развивать управленческую отчётность, анализировать эффективность и влиять на ключевые бизнес-решения.

Обязанности:

Внедрение и ведение системы управленческой отчетности
Расчет финансовых показателей, построение финансовых моделей
Экономический анализ деятельности компании на основе отчетов и данных 1С
Анализ эффективности подразделений, расчёт затрат и рентабельности
План-факт анализ, прогнозирование, формирование бюджетов
Автоматизация отчетности и расчетов
Анализ себестоимости, доходов и расходов по направлениям
Контроль исполнения бюджетов и выявление отклонений
Разработка предложений по повышению эффективности расходов
Мониторинг корректности учёта в 1С по статьям доходов и затрат

Требования:

Высшее экономическое образование
Опыт работы от 3 лет по направлениям: управленческий учёт, финансовый анализ, бюджетирование
Отличное знание Excel (формулы, сводные таблицы), 1С 8.3
Знание законодательства РК в сфере бухгалтерии, налогов, соц. и медстрахования
Умение составлять бюджет доходов и расходов, проводить контроль и корректировки
Опыт построения моделей и расчётов в Excel и PowerPoint
Приветствуется опыт в сфере ЖКХ/эксплуатации МЖК

Условия:

Официальное трудоустройство в стабильную компанию
График: 5/2, с 09:00 до 18:00
Современный офис, корпоративные мероприятия, программы лояльности
Обучение, развитие, участие в проектах и автоматизации",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,14 мая 2025,https://hh.kz/vacancy/119885203,"Финансовый анализ,Анализ финансовых показателей,Анализ текущих финансовых показателей,План-фактный анализ бюджета,Расчет и анализ себестоимости продукции и услуг,Бухгалтерская отчетность,Корпоративные финансы,Экономическое моделирование,Прогнозирование,Расчет затрат,Контроль и анализ ценообразования,Консолидация финансовой отчетности"
Graphic Designer,Andersen,Вакансия опубликована 14 мая 2025 в Алматы,Не указано,"The IT company Andersen is looking for a Graphic Designer to join its team and work on various internal tasks.

Andersen is a European pre-IPO IT company with more than 3,500 high-class professionals: developers, architects, testers, analysts, and other specialists. Our employees are located all over the world, but we all are Andersen Family.

Operating in the market since 2007, we have developed more than 1,000 outstanding projects for the financial sector, healthcare, logistics, travel and hospitality, telecom, the automotive industry, etc.

Responsibilities:

Working with the company's corporate style.
Preparation of commercial proposals.
Designing and formatting presentations, creating greeting cards.
Developing designs and layouts for ""Case Studies"".
Working with branding elements and infographics.
Creating illustrations in various techniques.
Designing social media and outdoor advertising, print materials.
Participating in the development of design for branded merchandise.
Retouching and processing photos.

Must-haves:

Related university degree or secondary specialized education.
Сommercial experience as a Graphic Designer for 1+ years.
Strong skills with a graphics tablet.
Strong knowledge of the Adobe Creative Cloud package.
The ability to work with presentations, data visualization (infographics).
Ability to generate new ideas and be creative.
Knowledge of Figma.
A portfolio is required.
Level of English – Intermediate and above.

Nice-to-haves:

Ability to work with animations (Adobe After Effects) and 3D.

Reasons why this job would be interesting to you:

Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc..
The opportunity to change the project and/or develop expertise in an interesting business domain.
Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant.
Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee.
The opportunity to earn up to an additional 1,000 EUR per month, depending on the level of expertise, which will be included in the annual bonus, by participating in the company's activities.
Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated.
You will have the opportunity to undergo training and get certification by Scrum providers and such organizations as Kanban University, ICAgile, AWS, and others.
Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies).
Referral program.
English courses.
Private health insurance and compensation for sports activities./",1–3 года,Частичная занятость,График: 5/2,Рабочие часы: 4,Формат работы: удалённо,14 мая 2025,https://hh.kz/vacancy/120539216,Английский — B1 — Средний
Performance Marketing Manager (Middle),ИП Жадрасынова,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"О компании
Мы — рекламное агентство с продуктовым подходом. Наша цель — увеличить выручку и прибыль наших клиентов за счёт глубокого погружения в бизнес и кросс-функциональной работы в команде. Мы работаем в формате еженедельных спринтов: формулируем гипотезы, тестируем их, собираем данные и принимаем решения, строим сквозную аналитику до достижения ключевых бизнес-показателей.

Обязанности:
Запуск рекламных кампаний с нуля:

Оценка рынка с использованием открытых источников;
Анализ текущих клиентов, проведение количественных и качественных исследований, мониторинг звонков отдела продаж, подготовка выводов;
Создание технических заданий для дизайнеров, копирайтеров и специалистов по лендингам;
Запуск рекламы на ключевых платформах (Meta Ads, Google Ads, TikTok Ads, Yandex Direct и др.);
Сбор и анализ данных, формирование сквозной отчётности с помощью Excel, Google Таблиц, Power BI.

Оптимизация и повышение эффективности:

Постоянное улучшение результатов кампаний: обновление креативов, оптимизация ключевых слов;
Анализ посадочных страниц;
Проведение еженедельных встреч с клиентами, где нужно выступать в роли лидера процесса.

Участие в продажах услуг агентства:

Проведение аудитов рекламных кабинетов;
Анализ конкурентов;
Формирование воронок продаж.

Требования:

Опыт работы в сфере performance-маркетинга;
Готовность к глубокому погружению в бизнес клиента;
Навыки аналитики и умение работать с данными;
Знание основных рекламных платформ (Meta, Google, TikTok, Yandex и др.);
Коммуникабельность и ориентация на результат;
Готовность обучаться новым инструментам и подходам.

Мы предлагаем:

«Белую» заработную плату, сумму готовы оговаривать в зависимости от навыков кандидата;
100% удалённую работу с обязательным рабочим временем с 10:00 до 18:00 по Астане, с понедельника по пятницу;
Индивидуальный трекинг и план обучения, позволяющий развиваться до уровня сильного специалиста или руководителя;
Возможность работать в команде профессионалов с опытом работы в крупных проектах (Kaspi.kz, Forte.kz, InDrive, Chocofood и др.).

Если вы разделяете наши ценности и готовы приносить максимальную пользу клиенту, присоединяйтесь к нашей команде и станьте частью амбициозного стартапа!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,15 мая 2025,https://hh.kz/vacancy/120575293,"Performance-маркетинг,Growth Hacking,A/B тесты,Интернет-маркетинг,Анализ трафика,Google Ads,Google Tag Manager,Яндекс.Директ,B2B-маркетинг,B2C-маркетинг,Customer Journey Mapping,Product-market fit,Facebook Ads"
Директор по персоналу (HRD),BI Group,Вакансия опубликована 15 мая 2025 в Атырау,Не указано,"Сотрудники - наша главная ценность. Мы прикладываем максимум усилий, чтобы создать безопасные и комфортные условия работы для всех - от рядовых строителей до топ-менеджеров.

Обязанности:

Создание эффективной системы управления кадрами и социальными процессами на проекте;
Разработка организационой структуры проекта, штатного расписания;
Участие в формировании команды ;
Аналитика и составление отчетности (зарплаты, премирование, численность персонала, текучесть кадров и т.д.)
Бюджетирование;
Организация корпоративных мероприятий.

Требования:

Высшее образование (HR, психология, юридическое, финансовое)
Опыт работы - от 2-х лет (наличие опыта в сферах строительства или производства, будет преимуществом)

Условия:

Молодой, дружный коллектив
Сильная корпоративная культура
Возможность карьерного и личного роста
Соцпакет
Ежеквартальные бонусы",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/120578039,Не указано
Middle architect,АО Народный банк Казахстана. IT,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"​​Требования:

Высшее техническое/радиотехническое/математическое/ИТ/ИБ образование.
Общий опыт работы по специализации не менее 1 года.
Понимание ИТ и ИБ архитектуры систем управления идентификацией и доступом.
Знание основных требований и стандартов ИБ в банковской сфере РК
Знание принципов разработки проектной документации для ИТ и ИБ доработок в информационных системах.
Знание методик тестирования, анализа требований, проектирования тест-кейсов и отслеживания дефектов.
Data Science. Умение работать с большими объемами данных.
Знание инструментов для автоматизации тестирования API ( SOAP UI, Insomnia и др.).
Знание Python, Jupyter Notebook, SQL, форматов JSON и XML.

Условия:

•Заработная плата и бонусы: конкурентоспособная оплата труда благодаря системе грейдирования, премии ко Дню Независимости и годовой бонус.
•Социальный пакет: ДМС и страхование жизни, мобильная связь и скидки от партнеров.
•Отпуск и отдых: 26 дней отпуска с возможностью взять дополнительные дни при наступлении важных событий.
•Бонусы за рекомендации.
•Рабочие условия: льготные условия на паркинг, свободный стиль одежды (smart casual).
•Обучение и развитие: тренинги, вебинары и доступ к корпоративной библиотеке, четкая система карьерного роста.
•Корпоративная культура: открытая и дружеская рабочая атмосфера, спортивные турниры и активная корпоративная жизнь.
•Инициативы и проекты: возможность участия в социальных проектах, реализация идей в новых проектах группы «Halyk» с использованием современных digital-инструментов.
•Команда: творческая и поддерживающая команда для реализации ваших идей.
Присоединяйтесь к нам и становитесь частью команды «Halyk»!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120564628,"SoapUI,Python,JSON,XML"
Инженер производственно-технического отдела (ПТО),ИП Recruit expert,Вакансия опубликована 15 мая 2025 в Алматы,"от 300 000 до 450 000 ₸ за месяц, на руки","Megatex — инженерные системы для бизнеса.

Мы более 15 лет помогаем компаниям выстраивать надёжную инфраструктуру и обеспечивать безопасность объектов. В нашем портфолио более 300 реализованных проектов — от офисов и ТРЦ до производственных и складских комплексов.

Основные направления нашей работы:
• проектирование, монтаж и обслуживание систем видеонаблюдения, контроля доступа, пожарной сигнализации, электроснабжения и других инженерных решений;
• аренда и модернизация оборудования;
• внедрение программного обеспечения;
• техническая поддержка и сопровождение;
• официальные поставки оборудования от ведущих производителей.

Мы работаем как с небольшими компаниями, так и с крупными клиентами.
Если вы открываете новый объект или масштабируете бизнес — мы поможем построить систему, которая будет работать чётко и надёжно.

Megatex — инженерные решения, которые работают на ваш бизнес.

Обязанности:

Составление и оформление исполнительной документации

Акты скрытых работ, входной контроль материалов

Журналы производства работ,

Исполнительные схемы и чертежи

Составление и проверка форм КС-2, КС-3

Объемы выполненных работ по проектной и фактической документации

Согласование с заказчиком, технадзором, бухгалтерией

Контроль правильности и полноты отражения объемов

Ведение и контроль графиков производства работ

Разработка графиков ГПР

Мониторинг сроков выполнения и контроль соблюдения графика

Актуализация и пересогласование при необходимости

Работа со сметной документацией

Проверка смет на соответствие проекту

Участие в подготовке коммерческих предложений

Взаимодействие с проектировщиками, заказчиками, субподрядчиками

Согласование изменений, выполнение допработ

Участие в совещаниях, подписание актов

Подготовка документации для сдачи объекта в эксплуатацию

Комплектация полного комплекта ИД

Участие в приёмке и устранении замечаний

Ведение базы данных и отчетности

Ведение отчетов по ходу выполнения работ

Подготовка справок о выполнении

Электронный документооборот

Требования:

Опыт работы от 1 года именно инженером ПТО

Умение свободно работать на компьютере

Свободное владение казахским и русским языками;

Знание английского языка или других иностранных языков приветствуется.

Ответственность, коммуникабельность, дисциплинированность, инициативность

Наличие автомобиля приветствуется

Знание и умение работать с нейросетями и инструментами искусственного интеллекта приветствуются;

Условия:

Работа 5/2; С 9.00 до 18.00

Заработная плата от 300000-450000 тенге на руки и выше. В зависимости от опыта и квалификации

С последующей индексацией при увеличении объемов работ и объектов",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120586468,"Строительные технологии,Планирование строительных работ,Проектная документация,Строительная документация,КС-2,КС-3,Сметы,Сметное дело,Строительный контроль"
Android Development with AI Tools (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Вакансия опубликована 15 мая 2025 в Актау,Не указано,"Details

To get into the program, you need to undergo a preliminary competitive selection process.

The Android Development program is designed to prepare you for a career as an Android Developer. You will master Java and Kotlin and learn to create modern mobile applications for the Android platform.

During the program, you will:

Design intuitive and user-friendly mobile interfaces using modern UI development practices.
Work with APIs and manage local data to enable networking and efficient data storage in apps.
Use popular Android libraries like Android Jetpack and Dagger2, Koin to streamline development and enhance app functionality.

By the end of the program, you’ll be able to confidently apply your knowledge and build fully functional Android applications.

What you will gain from this program:

Write and execute Java programs – build a strong foundation in Java programming.
Master Kotlin – learn a modern language designed for seamless integration with Java.
Develop user-friendly interfaces – design and implement intuitive UIs, work with network requests, and manage local data storage.
Enhance your development with AI – gain expertise in Prompt Engineering and integrate AI tools into Android app development.
Build a real-world Android application – apply your knowledge by creating a capstone project, working on real-life tasks to showcase your skills.

Why choose this program?

Professional Mentorship. You will have group online sessions with a mentor twice a week and individual sessions once every two weeks. During these meetings, you’ll be able to ask questions, receive feedback on your assignments, and gain a deeper understanding of the learning material.
Hands-on Learning with Real Projects. You will gain practical experience by solving real projects-based tasks and engaging hands-on learning, preparing you for technical interviews and helping you build a strong skill set to excel in the fast-paced world of technology.
Simplified Learning Approach. We simplify complex things and boil sophisticated concepts into digestible, bite-sized content without sacrificing quality and learning experience.
Career Support & Job Readiness. We will provide you with all the necessary tools to prepare for your dream job, from resume creation to technical assessments and project defenses, ensuring you are ready for real-life interview situations.

What is required for training:

Intermediate (B1 or higher) English.
Meeting requirements of Tech Orda",не требуется,"Частичная занятость
Стажировка",График: свободный,Рабочие часы: 2 или 3,Формат работы: удалённо,15 мая 2025,https://hh.kz/vacancy/120580795,Английский — B1 — Средний
"Менеджер по работе с маркетплейсами (Ozon, Wildberries)",ТОО WIN WIN DISTRIBUTION,Вакансия опубликована 15 мая 2025 в Алматы,"400 000 ₸ за месяц, на руки","Компания бытовой техники «DAUSCHER» предлагает технику и сервис, которые помогают найти баланс и наполняют будни новыми эмоциями. В связи с расширением нашей компании мы в поиске менеджер по работе с маркетплейсами(Ozon, Wildberries).

Если ты в поиске стабильности, активности, знаешь свое дело - то ждем твой отклик!

Основные обязанности:

Работа с карточками товара
Создание карточек товаров (заголовки, описания, характеристики, фото, видео).
SEO-оптимизация: подбор ключевых слов и правильная структура контента.
Регулярное обновление и поддержание актуальности данных.
Управление ассортиментом (добавление/удаление товаров).
Аналитика и отчетность
Отслеживание продаж, остатков, цен и рентабельности.
Анализ рынка и конкурентов.
Подготовка отчетов по эффективности рекламы и акций.
Мониторинг динамики спроса и отзывов.
Финансовый контроль
Расчет рентабельности по SKU, категории и общему каналу.
Контроль дебиторской задолженности и поступлений от маркетплейсов.
Анализ затрат на продвижение и логистику.
Согласование и контроль ценовой политики с учетом целевой маржи.
Продвижение и реклама
Настройка рекламных кампаний (Ozon Promo, WB Реклама).
Участие в акциях и спецпроектах платформ.
Работа с купонами, скидками, акциями.
Контроль за оформлением витрины магазина и баннеров.
Операционная деятельность
Обработка заказов: подтверждение, сборка, отгрузка, контроль возвратов.
Настройка логистики (FBO, FBS, DBS).
Управление ценами (вручную и через автообновление).
Решение технических вопросов: блокировки, штрафы, отклонения.
Участие в автоматизации бизнес-процессов
Внедрение инструментов автоматизации управления остатками, ценами и заказами.
Работа с внешними системами (CRM, ERP, аналитика, выгрузки).
Участие в оптимизации внутренних процессов взаимодействия с другими отделами.
Сбор и передача требований для разработки или настройки автоматизированных решений.
Работа с клиентами и репутацией
Ответы на вопросы покупателей.
Работа с отзывами (в том числе негативными).
Поддержание высокого рейтинга и уровня сервиса.
Коммуникация и взаимодействие
Общение с представителями маркетплейсов.
Подготовка и подача документации (Сертификаты, УПД, карточки).
Взаимодействие со смежными отделами компании (дазайнеры, логистика, бухгалтерия, IT).

Требования к кандидату

Опыт работы с маркетплейсами (Ozon, WB) от 2 лет.
Глубокое понимание алгоритмов и правил площадок.
Уверенные навыки работы с Excel и аналитическими инструментами.
Опыт в автоматизации процессов и работе с CRM/ERP-системами.
Знание основ финансовой аналитики, умение считать рентабельность и контролировать бюджеты.
Внимательность к деталям, ответственность, самостоятельность.

Условия:

График работы: 5/2;
Рабочий день с 08.00час- 17:00 час;
Перспективы карьерного роста
Развозка с Алматы имеется ;
Обед за счет компании;

Место работы поселок Жармухамбет;


Предлагаем Вам стать частью команды профессионалов одной из самых динамично развивающихся компании;

Ждем ваш отклик!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120372147,Не указано
