title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
"Senior Back-end Developer (PHP, Symfony)",Tando Financial a.s.,Вакансия опубликована 17 мая 2025 в Астане,Не указано,"Our company is part of a large Fintech holding, a leader in lending, debt collection, and marketing in the Czech Republic, Ukraine, Spain, and Romania. We are seeking an experienced Senior PHP Software Developer to create innovative services that meet high standards of quality and reliability. Operating under a Czech National Bank license, we have provided international market services for over 10 years.

Key Requirements

5+ years of software development experience, with a focus on PHP and modern ecosystem technologies.
Symfony: Expertise in building and maintaining complex applications.
Architectural Solutions: Design and development of sophisticated systems using SOLID principles and modern architectural patterns.
Databases: Proficiency with relational (MySQL, PostgreSQL) and non-relational databases; query optimization and data structure design.
Queues (RabbitMQ, Kafka, etc.): Configuration and optimization.
REST API & Microservices: Development and integration of APIs for frontend interfaces and external systems.

Core Skills & Knowledge

SOLID, OOP: Deep understanding and practical application.
Design Patterns: Mastery of architectural patterns to enhance efficiency and system resilience.
REST API & Integrations: API development and integration with internal/external services.
Testing: Experience writing unit and integration tests.
Agile: Familiarity with Scrum or Kanban methodologies.

Skills & Tech Stack PHP 8.1*, Symfony 6*, architectural design, SOLID, databases (MySQL, PostgreSQL), queues (RabbitMQ, Kafka), REST API, microservices, OOP, design patterns, testing (unit, integration), Agile, Scrum, Kanban, Vue.js 3, TypeScript, Redis, APM, CI/CD, DevOps, Laravel, Yii

Will be a plus

Practical experience with Vue.js for UI development.
TypeScript knowledge and implementation.
Familiarity with Redis or other caching systems.
Experience with APM tools and logging for production performance monitoring.
CI/CD & DevOps: Automation of deployment processes and DevOps practices.
Skills in Laravel/Yii frameworks, plus optimization of legacy services.

Personal Qualities

Proactivity and ability to work independently.
Commitment to code quality, readability, and maintainability.
Adaptability to a fast-paced, dynamic environment with accountability for deliverables.

We Offer

A role in an international Fintech company with growth opportunities.
Modern tools and influence over architectural decisions.
Professional development support.
Competitive salary (discussed during the interview, based on qualifications).

Ready to join? Send your CV, and let’s explore the possibilities!",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,17 мая 2025,https://hh.kz/vacancy/120523505,"PHP,Symfony,Redis,RabbitMQ,Микросервисная архитектура,SOLID,ООП,DDD,Русский — C2 — В совершенстве,Английский — B1 — Средний"
International financial advisor / Независимый финансовый консультант,Anderida Financial Group,Вакансия опубликована 17 мая 2025 в Алматы,"от 6 000 до 14 000 $ за месяц, на руки","Anderida Global — международная финансовая компания, резидент Международного финансового центра Астаны (МФЦА), команда из 100+ финансовых советников с клиентской базой в 46 странах от Латинской Америки до Новой Зеландии.

ГЛОБАЛЬНАЯ КАРЬЕРА НОВОГО УРОВНЯ

Независимый финансовый консультант в международной среде — это элитная интеллектуальная практика без границ. Вы строите собственный консалтинговый бизнес, работая с состоятельными клиентами по всему миру и используя глобальную финансовую инфраструктуру.

ИДЕАЛЬНЫЙ КАНДИДАТ

Мы приглашаем присоединиться к нам:

Профессионалов из международных финансовых институтов, ищущих свободы от корпоративных ограничений
Частнопрактикующих консультантов, юристов и коучей, стремящихся расширить свою продуктовую линейку
Специалистов из Big4 и консалтинговых компаний, желающих построить собственную практику
Экспатов и международных предпринимателей, обладающих доступом к премиальной аудитории
И любых других пассионарных людей, стремящихся работать из любой точки мира в интеллектуальной и высокодоходной сфере

ВАШИ ПРЕИМУЩЕСТВА

Истинная географическая независимость. Работайте из любой точки мира, выстраивая график в соответствии с вашим lifestyle-дизайном.
Доступ к глобальным финансовым рынкам. Используйте возможности ведущих мировых финансовых центров, включая МФЦА, для создания уникальных стратегий для клиентов.
Долгосрочные международные связи. Становитесь частью глобального сообщества финансовых профессионалов с доступом к международной экспертизе.
Построение международного личного бренда. Формирование репутации в качестве эксперта по финансовым стратегиям с международным признанием.

ПОДДЕРЖКА МИРОВОГО УРОВНЯ

AI-инфраструктура. Революционные технологии искусственного интеллекта автоматизируют рутинные процессы — от создания документов до финансового анализа, доступные на любом языке 24/7.
Интернациональная команда экспертов. Персональный бизнес-наставник и доступ к специалистам по международным финансовым продуктам для совместного обслуживания ваших клиентов.
Global Knowledge Hub. Постоянно обновляемая экосистема знаний с аналитическими материалами от экспертов из ведущих финансовых центров мира.
Интеграция в международное сообщество. Профессиональное развитие в группе консультантов со схожими целями (5-15 человек) и в рамках глобальной команды Anderida.
Эффективный Back Office. Полное административное и юридическое сопровождение, освобождающее вас от бумажной работы и позволяющее фокусироваться на клиентах.

МЕЖДУНАРОДНАЯ ПРОДУКТОВАЯ ЛИНЕЙКА

Глобальные инвестиционные стратегии с использованием нашей AI-платформы AFGate.
Уникальные инвестиционные возможности в различных юрисдикциях через ведущие международные брокерские платформы (Exante, Freedom Finance и др.)
Блокчейн стратегии и построение персональной инфраструктуры для инвестора «под ключ»
Премиальные международные страховые и пенсионные решения от элитных финансовых институтов (Investors Trust, Hansard Global, International Assurance Ltd. и пр.)
Комплексное структурирование активов с поддержкой международной юридической команды.
Эксклюзивная зарубежная инвестиционная недвижимость в локациях с наибольшим потенциалом (Мексика, США, Индонезия, Вьетнам и пр.)
Миграционные услуги высокого уровня — от получения статуса резидента МФЦА до программ ПМЖ и гражданства через инвестиции.

ПРОЦЕСС ОТБОРА И ИНТЕГРАЦИИ

Мы создаем глобальную сеть профессионалов высочайшего уровня:

AI-интервью с нашим рекрутером Анной (20-30 минут)
Встреча-знакомство с будущим бизнес-наставником
Разработка индивидуальной стратегии развития международной практики

Станьте архитектором глобальной финансовой практики и присоединитесь к международной элите независимых советников. С Anderida Global вы обретете интеллектуальную, финансовую и географическую свободу, помогая клиентам по всему миру строить будущее своего благосостояния.

Anderida Global — официальный резидент Международного финансового центра Астаны (МФЦА)",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,17 мая 2025,https://hh.kz/vacancy/120545298,Английский — A1 — Начальный
"Менеджер по работе с маркетплейсами (Ozon, Wildberries)",ТОО WIN WIN DISTRIBUTION,Вакансия опубликована 18 мая 2025 в Алматы,"400 000 ₸ за месяц, на руки","Компания бытовой техники «DAUSCHER» предлагает технику и сервис, которые помогают найти баланс и наполняют будни новыми эмоциями. В связи с расширением нашей компании мы в поиске менеджер по работе с маркетплейсами(Ozon, Wildberries).

Если ты в поиске стабильности, активности, знаешь свое дело - то ждем твой отклик!

Основные обязанности:

Работа с карточками товара
Создание карточек товаров (заголовки, описания, характеристики, фото, видео).
SEO-оптимизация: подбор ключевых слов и правильная структура контента.
Регулярное обновление и поддержание актуальности данных.
Управление ассортиментом (добавление/удаление товаров).
Аналитика и отчетность
Отслеживание продаж, остатков, цен и рентабельности.
Анализ рынка и конкурентов.
Подготовка отчетов по эффективности рекламы и акций.
Мониторинг динамики спроса и отзывов.
Финансовый контроль
Расчет рентабельности по SKU, категории и общему каналу.
Контроль дебиторской задолженности и поступлений от маркетплейсов.
Анализ затрат на продвижение и логистику.
Согласование и контроль ценовой политики с учетом целевой маржи.
Продвижение и реклама
Настройка рекламных кампаний (Ozon Promo, WB Реклама).
Участие в акциях и спецпроектах платформ.
Работа с купонами, скидками, акциями.
Контроль за оформлением витрины магазина и баннеров.
Операционная деятельность
Обработка заказов: подтверждение, сборка, отгрузка, контроль возвратов.
Настройка логистики (FBO, FBS, DBS).
Управление ценами (вручную и через автообновление).
Решение технических вопросов: блокировки, штрафы, отклонения.
Участие в автоматизации бизнес-процессов
Внедрение инструментов автоматизации управления остатками, ценами и заказами.
Работа с внешними системами (CRM, ERP, аналитика, выгрузки).
Участие в оптимизации внутренних процессов взаимодействия с другими отделами.
Сбор и передача требований для разработки или настройки автоматизированных решений.
Работа с клиентами и репутацией
Ответы на вопросы покупателей.
Работа с отзывами (в том числе негативными).
Поддержание высокого рейтинга и уровня сервиса.
Коммуникация и взаимодействие
Общение с представителями маркетплейсов.
Подготовка и подача документации (Сертификаты, УПД, карточки).
Взаимодействие со смежными отделами компании (дазайнеры, логистика, бухгалтерия, IT).

Требования к кандидату

Опыт работы с маркетплейсами (Ozon, WB) от 2 лет.
Глубокое понимание алгоритмов и правил площадок.
Уверенные навыки работы с Excel и аналитическими инструментами.
Опыт в автоматизации процессов и работе с CRM/ERP-системами.
Знание основ финансовой аналитики, умение считать рентабельность и контролировать бюджеты.
Внимательность к деталям, ответственность, самостоятельность.

Условия:

График работы: 5/2;
Рабочий день с 08.00час- 17:00 час;
Перспективы карьерного роста
Развозка с Алматы имеется ;
Обед за счет компании;

Место работы поселок Жармухамбет;


Предлагаем Вам стать частью команды профессионалов одной из самых динамично развивающихся компании;

Ждем ваш отклик!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,18 мая 2025,https://hh.kz/vacancy/120372147,Не указано
Экономист,ТОО Solo-интерьер,Вакансия опубликована 17 мая 2025 в Семее,"от 150 000 ₸ за месяц, на руки","Мебельная фабрика SOLO - крупнейший производитель мебели в Абайской области. Компания берёт начало в 1998 году. Производим и продаём мебель для B2C, B2B, B2G. Нашу мебель покупают во все города Казахстана. За всё время работы компания зарекомендовала себя как надежная, профессиональная команда специалистов.

Придя в нашу в компанию, вам предстоит работа в интересной и бурно развивающейся компании. В 2020 году мы отстроили и переехали на новую производственную базу на 343 квартале. Регулярно обновляем парк оборудования и вводим новые технологии как на производстве, так и в менеджменте.

Цель нашей компании - стать лидером в мебельной отрасли, чтобы наша продукция пользовалась спросом во всех регионах нашей страны и ближнего зарубежья!

Почему открыта вакансия: новая вакансия по проектной работе.

Ваши задачи:

Проведение анализа и расчетов по новым проектам.
Работа проектная, возможен удаленный формат (очное собеседование обязательно).",1–3 года,Проект или разовое задание,График: 5/2,Рабочие часы: 8,"Формат работы: на месте работодателя, удалённо или гибрид",17 мая 2025,https://hh.kz/vacancy/120655143,"Финансовый анализ,Финансовый менеджмент,Экономический анализ"
Финансовый менеджер в сфере строительства,ТОО TUMAR Group,Вакансия опубликована 18 мая 2025 в Астане,Не указано,"В строительную компанию TUMAR Group требуется Финансовый менеджер с обязательным опытом работы в данной сфере. Штат компании около 200 сотрудников. Наш центральный офис находится в г.Астана.
Мы ищем профессионала, трудоголика, финансиста по призванию. Нам нужен самостоятельный сильный специалист, который имеет отличные результаты на предыдущих местах работы и умеет делать все ""своими руками"".

Обязанности:
• Построение финансово-экономических моделей;
• Формирование и контроль бюджета проектов;
• Формирование и анализ управленческой отчетности и расшифровок к ним;
• Анализ доходов и расходов организации;
• Сотрудничество в автоматизации управленческой отчетности;
• Выполнение отдельных служебных поручений своего непосредственного руководителя;
• Подготовка финансовой отчетности с различными видами расшифровок;
• Анализ финансовых показателей компании;
• Участие в процессе принятия управленческих решений по сокращению затрат, управлению рентабельностью.

Требования:
• Знание Excel - на уровне уверенного пользователя.
• Знание принципов управленческого учета.
• 1С: Предприятие – Бухгалтерия
• Высшее экономическое, финансовое образование.
• Желателен опыт работы в строительной компании, составление бизнес-планов, финансовое моделирование, опыт работы в крупных компаниях.
• Знание основ ведения налогового, аудиторского и бухгалтерского учета
• Способность обрабатывать большие объемы информации в сжатые сроки, высокая скорость мышления.
• Умение перерабатывать и анализировать большие объемы информации.

Что мы предлагаем:
- Прозрачная система расчета заработной платы;
- Широкие возможности для роста и развития сотрудника;
- График работы: 5/2 с 09:00 до 18:00.
- Оформление по ТК РК.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,18 мая 2025,https://hh.kz/vacancy/120562176,"Финансовое моделирование,Финансовый контроль,Финансовая отчетность,Финансовый анализ,Английский — C1 — Продвинутый"
Бухгалтер в одном лице,ТОО ТД Мега Сталь,Вакансия опубликована 17 мая 2025 в Астане,"300 000 ₸ за месяц, на руки","Обязанности:

• Ведение бухгалтерского и налогового учета
ТОО/ИП ;
• Сдача налоговых отчетностей (200,300,328, 100) ;
• Сдача статистических отчетностей;
• Кадровый учет ;
• Начисление заработной платы ;
• Начисление в бюджет налогов ;
• Операции по поступлению , реализации , перемещению , списанию (ЭСФ, ВС, СНТ );
• Импорт , возможен экспорт ;
• Ведение банковских операций ;
• Знание бухгалтерского учета и налогового законодательства ;
• Внимательность , ответственность ;
• Работа с документацией ;


Требования:

Высшее образование ;
Опыт работы не менее 3 лет ;
Ответственность ;
Пунктуальность ;
Оперативность ;
Коммуникабельность .
Условия:
Официальное трудоустройство ;
Работа в офисе ;
График 5/2;",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,17 мая 2025,https://hh.kz/vacancy/120655378,"Бухгалтерская отчетность,Отчетность в ФНС,Расчет заработной платы,Электронный документооборот,Налоговый кодекс РФ,Контроль сотрудников,1С: Документооборот,Финансовый анализ,Основы бухгалтерского учета,Первичная бухгалтерская документация,Налоговые декларации,Архивирование документов,Расчет налогов,Оформление доверенностей,Финансовый контроль,Отчет о движении денежных средств,Отчет о финансовых результатах,1С: Зарплата и управление персоналом,Кадровая отчетность,Русский — C2 — В совершенстве"
Product Manager / руководитель продукта,Auslogics Labs Pty Ltd,Вакансия опубликована 18 мая 2025 в Астане,Не указано,"Для интересной, креативной и результативной работы ищем руководителя продукта (Product Manager)

Предстоит работа с командой (в подчинении 3-4 человека + взаимодействие с QA, Web Dev, Product Dev, Designers и другими отделами компании).

Продвижение продукта только на зарубежные рынки, соответственно много общения с англоговорящими партнерами. Сегмент продвижения – B2B. Контроль существующей и построение самостоятельной стратегии развития продукта.

В обязанности будет входить:

- анализ конкурентов, поиск используемых ими способов развития и применение к своему продукту;

- проведение A/B тестов (в том числе поиск гипотез для тестирования);

- разнообразные задачи, связанные с релизами;

- построение работы команды маркетологов и джуниор продактов, постановка им целей;

- разработка технических заданий программистам, дизайнерам и пр.

Вашим преимуществом будет наличие всех или некоторых из нижеперечисленных компетенций:

- отличное умение работать с аналитикой Google;

- умение строить воронки, понимание статистики и анализа данных;

- навыки в разработке ТЗ с мокапами, создание спецификаций.

Обязательно:

- уверенный английский, письменный и разговорный;

- опыт продвижения продуктов на англоязычные рынки;

- высокая коммуникативность, как с командой, так и с партнерами.

Наши условия:

- удаленное сотрудничество по контракту с полной занятостью;

- стабильная заработная плата с оплатой всех переработок (хотя переработок у нас немного);

- удобный и гибкий график в течение дня;

- перспективы профессионального роста, корпоративное обучение;

- дружная и профессиональная команда из самых разнообразных уголков мира;

- оплачиваемый отпуск

ОБЯЗАТЕЛЬНО в сопроводительном письме укажите на английском языке свои ФИО, контактный e–mail и краткое повествование о своем самом релевантном для данной вакансии опыте. Не используйте переводчики, поскольку в процессе интервью английский будет тестироваться в режиме онлайн",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,18 мая 2025,https://hh.kz/vacancy/120375853,Английский — C1 — Продвинутый
Финансовый менеджер,ТОО ЧАСТНАЯ КОМПАНИЯ EA GROUP HOLDING LTD.,Вакансия опубликована 17 мая 2025 в Алматы,Не указано,"Основные обязанности:

Ежемесячное составление финансовой отчетности на базе данных 1С по 3-4 компаниям.

Участие в операционной работе компаний в роли финансового менеджера.

Составление бюджета и контроль за его исполнением.

Аналитика по проектам.

Требования к квалификации:

Высшее образование (предпочтительно в области финансов)

Продвинутый пользователь MS Office, 1C 8:3, знание Power BI приветствуется.

Навык получения данных из 1С и обработка данных в excel.

Умение составлять 4 формы финансовый отчетности.

Знание МСФО приветствуется.

Условия:

Конкурентоспособная заработная плата и бонусная система по результатам работы.

Работа в небольшой и высокопрофессиональной команде.

Социальный пакет на выбор: добровольное медицинское страхование, корпоративная скидка годового абонемента в спортивный зал, оплата чек-апа
Корпоративная скидка в размере 70% на услуги сервиса психологической поддержки
Компенсация 70% стоимости корпоративных обедов

Современный офис в деловом центре г. Алматы

Возможность карьерного развития в международной инвестиционной инфраструктуре",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,17 мая 2025,https://hh.kz/vacancy/120537469,"Финансовая отчетность,Cash Flow,Balance Sheet,P&L,Бюджетирование"
SMM специалист / Project manager,ИП Sanber Agency,Вакансия опубликована 17 мая 2025 в Астане,Не указано,"Sanber Agency — маркетинговое агентство, которое помогает брендам расти через стратегию, контент, аналитику и системный подход.
Мы ищем SMM специалиста / Project менеджера, который умеет не просто вести аккаунты, а управлять проектами, влиять на визуал и видеть общую картину.

Кому подойдёт эта роль:
Если ты уже работал в SMM и хочешь перейти на уровень выше — работать с крутыми проектами, не просто создавать контент, а рулить проектом, командой и результатом — это твой шанс.

Ты будешь выстраивать стратегию, управлять командой и вести проект от идеи до реализации.

Задачи:
• Создавать стратегии и реализовывать их на практике
• Курировать контент-план, писать тексты, следить за визуалом
• Организовывать съёмки, выдавать ТЗ дизайнеру, мобилографу, видеографу
• Контролировать ход проекта и вносить предложения по улучшению
• Поддерживать коммуникацию с клиентами и командой
• Анализ эффективности: метрики, выводы, точки роста

Что важно:
• Опыт в маркетинге от 1 года
• Умение видеть проект целиком, брать на себя ответственность
• Навыки командной работы и управления процессом
• Знание базовых инструментов: Figma, Canva, Google Таблицы, таск-трекеры
• Понимание ключевых метрик, трендов и визуала

Что предлагаем:
• Возможность вырасти в стратега и управленца
• Удаленный график работы
• Работа с локальными и международными брендами
• Команда, в которой ценят инициативность, ясность и здоровую амбициозность
• Портфолио с реальными, сильными кейсами
• Обучение внутри команды — мы делимся знаниями, опытом и растем вместе",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,17 мая 2025,https://hh.kz/vacancy/120532081,"SMM,SMM-стратегия,Анализ целевой аудитории,Продвижение бренда,Разработка контент-плана,SWOT-анализ,Управление командой"
Fullstack разработчик (Laravel + Vue),ТОО Инфинити Групп Казахстан,Вакансия опубликована 18 мая 2025 в Алматы,"от 600 000 до 1 000 000 ₸ за месяц, на руки","Обязанности:

Разработка и поддержка внутренних и клиентских решений на базе Laravel 9+ и Vue2;
Создание и поддержка REST API, интеграции с внешними системами;
Работа с существующим кодом: анализ, рефакторинг, оптимизация;
Написание чистого, структурированного и поддерживаемого кода в соответствии с принципами SOLID и концепциями чистой архитектуры;
Работа с базами данных: проектирование, оптимизация SQL-запросов;
Участие в обсуждениях архитектурных решений, код-ревью, планировании задач;
Взаимодействие с командой разработки, аналитиками и проект-менеджерами;
Написание и поддержка автоматических тестов (будет плюсом).

Требования:

Уверенное знание Laravel 9+ и PHP 8+;
Хорошее понимание принципов ООП и архитектурных подходов;
Уверенное знание Vue 2 и опыт в построении SPA;
Опыт работы с MySQL, понимание индексов, транзакций, оптимизации запросов;
Опыт разработки RESTful API и понимание принципов взаимодействия клиент-сервер;
Умение работать с чужим кодом, объективно критиковать и воспринимать критику;
Командный дух, готовность обсуждать решения и поддерживать коллег;
Плюсом будет опыт написания Unit и Feature тестов.

Мы предлагаем:

Стабильный доход: «белая» зарплата + бонусы по результатам проектов;
Современные технологии и реальные задачи, где вы можете влиять на архитектуру и результат;
Поддержка и развитие: наставничество, внутренние обучающие программы, участие в конференциях;
Прозрачная система роста: возможность карьерного и профессионального развития внутри компании;
Корпоративная культура: уважение к мнению, открытость, юмор и взаимопомощь;
Работа в команде, где ценится качество, ответственность и готовность создавать крутые продукты.
Современный офис зона отдыха с PlayStation и мягкими пуфами, кухня с угощениями, любимая музыка на фоне.
Крутые мероприятия ежемесячные корпоративы для всей команды.
Отпуск 24 дня в году — планируйте отдых заранее.

О компании:

LEEN Platform - SaaS ERP-системауправления, спроектированная с целью оптимизации бизнес-процессов и адаптируемая под уникальные потребности каждого бизнеса.

Как присоединиться к нам: Если вы узнали себя в этом описании и хотите расти в команде, где ценится подход к делу и качество кода, отправьте своё резюме с кодовой фразой «Хочу писать светлый код для Leen». Это ваш первый шаг в команду, которая стремится не просто делать «как надо», а делать круто и с умом.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,18 мая 2025,https://hh.kz/vacancy/119888896,"PHP,REST,Git,SQL,Веб-программирование,Linux,API,Laravel,Vue.js,Docker,Apache Kafka"
Финансовый аналитик,ТОО Галамат Тех,Вакансия опубликована 17 мая 2025 в Алматы,Не указано,"Galamat Tech - холдинг, который занимается разработкой и внедрением инновационных решений для бизнеса. У нас талантливые IT-специалисты со всего мира могут воплотить свои идеи в жизнь.

Наши партнеры: Казахтелеком, Hayat, Daribar, Orbis Auto, BAT, Royal Club, Aport, IQanat, Nova Park и др.

Обязанности:

- составление финансовых отчетов компании( ОПиУ, ДДС);

- планирование и контроль исполнения бюджета; составление калькуляций;

- анализ финансово-экономического состояния и финансовых результатов; сбор и обобщение фактических финансовых результатов по итогам отчетного периода; разработка мероприятий по улучшению финансовых показателей компании;

- план-фактный анализ деятельности предприятия;

- распределить все будущие потоки по фондам

Требования:
знание 1С, Excel.

порядок и формы финансовых расчетов;

методы и порядок планирования финансовых показателей;

знание правил внутреннего трудового распорядка;

навыки использования современных инструментов для ведения финансового учета;

Мы предлагаем:

График: 5/2 с 10:00 до 19:00
Официальное трудоустройство
Обучение навыкам общения и навыкам предоставления курсов.
Классный, молодой коллектив
Просторный офис с красивым видом на Кок-Тобе и на горы",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,17 мая 2025,https://hh.kz/vacancy/120244122,Не указано
"Senior Java Developer, AWS",COMTEK Inc.,Вакансия опубликована 17 мая 2025 в Алматы,Не указано,"Подбираем команду для крупной американской компании - мирового лидера в производстве спецтехники, промышленных машин и оборудования с 1886 года.

Лидера, потому что машины компании высокотехнологичны, надежны и экономичны. Каждая машина имеет сотни датчиков. 30 миллионов машин компании в мире передают петабайты данных. Все эти данные неоценимы для клиентов - быстрого и эффективного управления бизнесом и команда создает инновационную платформу для осуществления прогнозной аналитики.

Вы будете работать в этом проекте в составе команды выдающихся разработчиков. Создадите платформу с нуля. Вы напишете базовый движок, который поддерживает персонализированные информационные панели. Ваши API-интерфейсы позволят пользователям просматривать оповещения, рекомендации и рабочие задания. Пользователи могут вернуться на несколько лет назад, чтобы увидеть историю машины. Вы будете писать запросы и алгоритмы, обрабатывающие терабайты данных. Масштаб и размер данных и потоков не имеют себе равных. Вы будете решать все задачи, которые только можно придумать в информатике, от алгоритмов до динамически оптимизированных запросов.

Мы ожидаем, что у вас есть опыт:

- 5+ лет коммерческой разработки на Java: Microservices, Springboot;

- опыт с инфраструктурой AWS, развертывания и обслуживания программного обеспечения в публичных облаках;

- солидные знания основ информатики, структур данных и алгоритмов;

- письменный уровень английского языка, достаточный для работы в интернациональной команде (В1+);

В проекте вы сможете поработать с:

- технологиями потоковой передачи данных (это будет технология, аналогичная Spark Streaming, Flink и / или Akka, Kinesis, Kafka и т. д.);

- задачами с Restful API, написанием прокси API на платформах Apigee Edge, AWS APIGateway или Azure API Gateway, инструментами Swagger, Postman и Assertible;

- разработкой программных приложений с использованием реляционных баз данных и баз данных Nosql;

- всем многообразием инфраструктуры Amazon;

- работать в командах экспертных разработчиков, разделяющих принципы Agile/Scrum методологии;

Мы предлагаем:

- удаленная работа

- гибкий график, комфортный work&life balance;

- налаженные процессы, здоровая дружелюбная атмосфера;
- высокий уровень заработной платы в валюте",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,17 мая 2025,https://hh.kz/vacancy/120524206,"Java,AWS,Amazon Web Services,Английский — B2 — Средне-продвинутый"
Специалист по тендерным продажам (на завод),ТОО Karadel Mechanics,Вакансия опубликована 18 мая 2025 в Караганде,"от 250 000 до 1 000 000 ₸ за месяц, на руки","На стабильное предприятие в команду для построения современного эффективного коммерческого отдела требуется Специалист по тендерным закупкам:

Наши преимущества и Перспективы:

◼ Мы конкурентоспособны, поэтому нас можно представлять и продавать, с нами можно зарабатывать.

◼ Производство обладает современным импортным оборудованием, позволяющим иметь низкую себестоимость

◼ Оборот компании позволяет развивать направление тендерных площадок и есть возможность организовывать продажи в смежных областях, вплоть до импорта.

(годовой оборот порядка 4-5 млрд, и в будущем запланировано увеличение мощности производств в 2 раза за счет строительства нового завода и выпуска новой продукции)

Предлагаемые условия труда:

- стабильная справедливая оплата труда пропорционально вашей эффективности; 5 дневка.

- социальный пакет, отчисления за счет предприятия, ежегодный оплачиваемый отпуск 24 дня;

Схема оплаты и мотивации:

250000 база + 2% от валовой прибыли

Участие в следующих задачах отдела:

Наращивание валовой прибыли в 2025 году в 1,5 раза по сравнению с прошлым годом за счет:

◼ Увеличение продаж текущей продукции за счет увеличения базы лояльных заказчиков и активных продаж (ранее ими не занимались);

◼ Внедрение новых линеек продукции и организация продаж сопутствующей продукции.

Требуемые компетенции:

◼ знающий базу потенциальных покупателей и тендерных площадок;

◼ понимание конъюнктуры промышленных рынков: недропользователей, энергетической, ж/д, и других машиностроительного применения.

◼ Регламентность, внимательность, юридическая грамотность

◼ Личные положительные качества, энергичность и фокус на результат

Желательные компетенции:

◼ Опыт в оформлении CТ-KZ, сертификатов соответствия, ТПХ и др.

◼ умение достигать договоренности на будущее, навыки установления контакта. Приветствуются навыки активных продаж.

◼ Представления о технических характеристиках промышленной продукции, сортаменте металлов, чертежах.

◼ Отличные навыки работы в Excel, аналитика",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,18 мая 2025,https://hh.kz/vacancy/119735140,"системность,подготовка документов для участия в тендерах,Ориентация на результат,Деловые коммуникации,Участие в Тендерах"
