title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Финансовый аналитик по капитальным и операционным затратам,ТОО JTI Kazakhstan,Алматы,Не указано,"Работник в данной должности осуществляет планирование операционных и капитальных затрат работодателя совместно с руководителями подразделений, относящихся к Глобальной сети поставок по производству, контролирует фактические затраты и делает анализ отклонений по отношению к плановым показателям, контролирует распределение затрат на себестоимость продукции в соответствии со стандартами Международной финансовой отчётности (МСФО) и учётной политикой работодателя, готовит и предоставляет отчёты руководству, а также предоставляет информацию Финансовому департаменту JT International SA (г. Женева, Швейцария).

Обязанности:

Осуществлять контроль над фактическими затратами и готовить расчёты, а также формы для проводки корректирующих записей в программе SAP
Делать анализ отклонений от бюджета накладных и прочих расходов Подразделений, относящихся к Глобальной сети поставок по производству
Готовить прогноз по операционным расходам на ежемесячной основе
Осуществлять контроль и своевременное начисление, и сторнирование провизий по прочим и операционным затратам Подразделений, относящихся к Глобальной сети поставок по производству
Контролировать передвижение основных средств Подразделений, относящихся к Глобальной сети поставок по производству
Принимать участие в годовых инвентаризациях
Контролировать внесение данных «Capex» и «Capex Opex related» в программу SAP EAM на предмет соответствия плановым данным
Производить расчёт амортизации в период простоя и вносить корректировки в программу SAP
Выполнять иные задания непосредственного и вышестоящих руководителей.

Требования:

Высшее экономическое или финансовое образование
Стаж работы в аналогичной должности не менее 1-го года
Знание методов учета затрат и формирования себестоимости
Знание и применение методов экономического/финансового анализа
Понимание процедур в системе SAP
Свободное владение государственным и русским языками. Владение английским языком на уровне не ниже Intermediate
Владение программами Microsoft (Word, Excel) на продвинутом уровне
Знание основ этики и правил делового общения.

Условия:

Гибкий график работы
Конкурентная заработная плата
Комплексное медицинское страхование
Страхование жизни
Профессиональные тренинги и семинары.",1–3 года,Полная занятость,График: 5/2,8,Гибрид,14 мая 2025,https://hh.kz/vacancy/120529173,Не указано,Не указано,2025-05-14
Экономист,ТОО Burkit Finance Astana,Астана,"от 400 000 ₸ за месяц, на руки","Burkit Finance -мы кредитные брокеры по предоставлению банковских услуг, основанный в 2018 году. С момента основания мы стремимся стать надежным и инновационным партнером для наших клиентов, предлагая широкий спектр финансовых решений, адаптированных к их потребностям.

С первых дней своего существования Burkit Finance демонстрирует высокие темпы роста и развития. Мы гордимся своими достижениями в финансовом секторе, среди которых:

20 филиалов по всему Казахстану, с планом увеличения до 30 филиалов к концу года. Мы активно расширяем свою сеть, чтобы быть ближе к нашим клиентам и оперативно реагировать на их потребности. Индивидуальный подход: Мы обслуживаем как частных, так и корпоративных клиентов, предлагая выгодные кредитные программы, включая ипотечные, потребительские и бизнес-кредиты

Наш головной офис расположен в столице Казахстана, городе Астана, по адресу ул. Дукенулы 1.

Обязанности:

* Сбор, обработка и анализ финансово-экономических данных;
* Участие в составлении бюджета и контроль исполнения планов;
* Подготовка управленческих отчётов: P\&L, Cash Flow, анализ отклонений;
* Анализ себестоимости, рентабельности и эффективности проектов;
* Расчёт KPI, премий, коммерческих предложений и калькуляций;
* Работа с Excel, 1С и другими учетными системами;
* Поддержка внутренних расчётов по подразделениям, заказам, контрагентам;
* Участие в автоматизации финансовой отчётности и бизнес-аналитике.

Требования:
опыт работы от 1 года
высшее экономическое образование
Условия:
5\2 с 10.00-18.00
официальное трудоустройство
Наш адрес: г. Астана. , ул. Дукенулы 1, планируется переезд на левый берег",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,15 мая 2025,https://hh.kz/vacancy/120568699,Не указано,от 400000 ₸,2025-05-15
Generative AI for Software Development (Tech Orda Voucher),"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Астана,Не указано,"Start your journey in IT with EPAM's industry experts! The training cost is fully covered by the Tech Orda program voucher worth 400,000 tenge, with partial funding provided by EPAM.

To get into the program, you need to undergo a preliminary competitive selection process.

The Generative AI for Software Development program equips you with skills to integrate large language models (LLMs), AI agents, and copilot tools across the software development lifecycle to boost productivity and innovation.

Requirements:
Knowledge of English: B2 (Upper-Intermediate) or higher.
Knowledge of a Modern Programming Language (Java / JS / Python / C#).
Compliance with the requirements of Tech Orda
Experience in IT 2+.
Uploaded self-presentation video.
Uploaded CV.

What you will gain from this program:
Understand the foundations of large language models (LLMs) – explore how they work and apply them to real-world development tasks.
Design effective prompts – learn prompt engineering techniques to guide AI models toward accurate and helpful responses.
Implement retrieval-augmented generation (RAG) – combine AI models with external data sources to boost relevance and performance.
Use AI copilots in development workflows – accelerate coding with tools like GitHub Copilot and EPAM AI/Run.
Leverage AI agents in software projects – automate routine tasks and enhance productivity through intelligent assistants.
Apply AI-powered testing and quality assurance – improve software reliability and performance with smart automation.
Utilize AI in project management – enhance planning, forecasting, and delivery using predictive analytics.
Follow ethical and secure AI practices – ensure responsible AI integration and mitigate potential risks.
Integrate AI into CI/CD and DevOps – streamline software delivery pipelines using intelligent tools.
Stay ahead of future AI trends – anticipate and adapt to evolving technologies in AI-assisted software development.

Benefits of our program:
Fundamental knowledge of Generative AI for Software Development. The course covers a wide range of essential topics, providing you with a comprehensive understanding of how to apply AI across the entire software development lifecycle.
Best engineering practices. You will practice and apply skills that meet up-to-date industrial standards alongside EPAM's leading experts.
Hands-on experience. We emphasize practical learning by providing hands-on exercises and real-world scenarios.",1–3 года,Частичная занятость,Не указано,Не указано,Удалённо,14 мая 2025,https://hh.kz/vacancy/120554264,Не указано,Не указано,2025-05-14
Главный специалист аудиторской группы,ТОО НАК «Центраудит-Казахстан»,Алматы,Не указано,"Уважаемый соискатель!

Мы ищем опытного, профессионального аудитора для долгосрочного сотрудничества.

Что мы готовы предоставить:

Конкурентную заработную плату (размер зависит от опыта, знаний, навыков и наличия сертификатов).
Профессиональное развитие. ОБУЧЕНИЕ за счет компании;
Разносторонний опыт в сфере аудита финансовой, налоговой отчетности в команде высококвалифицированных профессионалов;
Реальную возможность карьерного роста;
Оформление по ТК РК;
Современный комфортный офис в ПФЦ ""Нурлы Тау"";

Что придется делать:

Проводить аудиторские проверки финансовой отчетности клиентов, оценивать ее достоверность;
Осуществлять внутренний и внешний контроль законности совершаемых финансовых операций, соответствия данных операций законодательству и соблюдение установленного порядка налогообложения;
Разрабатывать проекты различных внутренних документов, формировать и направлять ответы на письма клиентов и иных организаций по вопросам хозяйственной и финансовой деятельности, бухгалтерской отчетности, проблемам налогообложения и другим вопросам, входящим в компетенцию аудитора.

Мы ждем от кандидата:

Готовность к командировкам по РК;
Высшее профессиональное образование, желательна дополнительная специальная подготовка в сфере аудита (дипломом ДипИФР, квалификационное свидетельство «аудитор», CIPA, АССА «Professional», АССА «Fundamentals», АССА «Knowledge»)
Опыт работы в аудиторской компании не менее 5 лет;
Уверенные знания МСФО и налогового законодательства;
Наличие развитых навыков деловой коммуникации;
Аналитическое мышление.
Знание MS Office (Word, Excel)
Умение работать с 1С
Навыки работы в команде; умение организовать и контролировать работу других работников, вести переговоры, презентовать результаты труда.

Если описанное выше о Вас - откликайтесь на вакансию!

Ваше резюме будет рассмотрено очень быстро!",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,14 мая 2025,https://hh.kz/vacancy/120534499,Не указано,Не указано,2025-05-14
"Senior Consultant in ESG, Consulting (Almaty)",ТОО KPMG,Алматы,Не указано,"We’re currently seeking a Senior Consultant to join our ESG & Sustainability team at KPMG in Almaty. In this role, you’ll provide advisory services to major corporations across the Central Asia and Caucasus region, leading project streams in climate risk management, governance, greenhouse gas management, sustainable finance, and sustainability performance improvement. You’ll work directly with senior stakeholders, mentor junior team members, and help clients enhance their ESG impact and resilience.

If you're excited to contribute to meaningful change in ESG, explore this opportunity further!

As a Senior Consultant, you will:

Lead ESG advisory project segments, providing strategic guidance on sustainability strategy, impact analysis, and non-financial reporting in line with GRI, IFRS S1/S2, SASB, and ESRS standards.
Guide clients on climate and greenhouse gas management, including climate risk assessment and resilience planning.
Advise on green and sustainable finance initiatives, helping clients integrate ESG factors into their corporate financing.
Enhance clients' governance practices and sustainability performance, optimizing policies and reporting frameworks.
Mentor and support junior team members, fostering a collaborative and high-performance culture.

You’re a great fit if you:

Have a Bachelor’s degree (or higher) in Economics, Finance, Business Administration, Environmental Science, or a related analytical field. A Master’s degree is preferred.
Bring 3-5 years of consulting experience with a successful track record in client engagements, or 5+ years in relevant sectors like Energy, Manufacturing, Financial Services, or Government.
Possess advanced analytical skills and proficiency in Microsoft Office, with familiarity in tools like Power BI or Tableau for data visualization.
Demonstrate leadership skills, including the ability to mentor junior consultants and manage client relationships effectively.
Communicate effectively, with a strong ability to convey complex ESG data and recommendations to senior stakeholders.
Hold certifications in finance, risk, or sustainability (e.g., FRM, CFA, SCR, CFA ESG Investing, GRI, FSA) - a significant advantage.
Are fluent in English (Upper Intermediate or above), with proficiency in Russian and Kazakh.

Diversity & Inclusion Statement


We value diversity and inclusion and are dedicated to fostering a workplace where everyone feels respected. All qualified applicants will be considered without regard to their unique abilities, background, or identity.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/120563886,Не указано,Не указано,2025-05-15
"Senior Back-end Developer (PHP, Symfony)",Tando Financial a.s.,Астана,Не указано,"Our company is part of a large Fintech holding, a leader in lending, debt collection, and marketing in the Czech Republic, Ukraine, Spain, and Romania. We are seeking an experienced Senior PHP Software Developer to create innovative services that meet high standards of quality and reliability. Operating under a Czech National Bank license, we have provided international market services for over 10 years.

Key Requirements

5+ years of software development experience, with a focus on PHP and modern ecosystem technologies.
Symfony: Expertise in building and maintaining complex applications.
Architectural Solutions: Design and development of sophisticated systems using SOLID principles and modern architectural patterns.
Databases: Proficiency with relational (MySQL, PostgreSQL) and non-relational databases; query optimization and data structure design.
Queues (RabbitMQ, Kafka, etc.): Configuration and optimization.
REST API & Microservices: Development and integration of APIs for frontend interfaces and external systems.

Core Skills & Knowledge

SOLID, OOP: Deep understanding and practical application.
Design Patterns: Mastery of architectural patterns to enhance efficiency and system resilience.
REST API & Integrations: API development and integration with internal/external services.
Testing: Experience writing unit and integration tests.
Agile: Familiarity with Scrum or Kanban methodologies.

Skills & Tech Stack PHP 8.1*, Symfony 6*, architectural design, SOLID, databases (MySQL, PostgreSQL), queues (RabbitMQ, Kafka), REST API, microservices, OOP, design patterns, testing (unit, integration), Agile, Scrum, Kanban, Vue.js 3, TypeScript, Redis, APM, CI/CD, DevOps, Laravel, Yii

Will be a plus

Practical experience with Vue.js for UI development.
TypeScript knowledge and implementation.
Familiarity with Redis or other caching systems.
Experience with APM tools and logging for production performance monitoring.
CI/CD & DevOps: Automation of deployment processes and DevOps practices.
Skills in Laravel/Yii frameworks, plus optimization of legacy services.

Personal Qualities

Proactivity and ability to work independently.
Commitment to code quality, readability, and maintainability.
Adaptability to a fast-paced, dynamic environment with accountability for deliverables.

We Offer

A role in an international Fintech company with growth opportunities.
Modern tools and influence over architectural decisions.
Professional development support.
Competitive salary (discussed during the interview, based on qualifications).

Ready to join? Send your CV, and let’s explore the possibilities!",более 6 лет,Полная занятость,График: 5/2,8,Удалённо,14 мая 2025,https://hh.kz/vacancy/120523505,Не указано,Не указано,2025-05-14
System Analyst,Andersen,Алматы,Не указано,"The IT company Andersen invites a System Analyst to join its team for working with a company from the USA.

The customer is a global corporate travel payment solution owned and operated by the world’s airlines. The network consists of major airlines that issue charge cards accepted by thousands of merchants around the world for air, rail, cruise and travel agency payments.

The project is a payment technology that will enhance the efficiency and profitability of merchant payment operations through a comprehensive, airline-centric payment platform.

Responsibilities:

Identifying and gathering requirements from various sources.
Analyzing and documenting technical requirements from various stakeholders.
Conducting business meetings and joint sessions on application and requirements development.
Drawing up, reviewing, and systemizing project documentation in terms of process selection.
Drawing up and maintaining documentation on business and software requirements.
Helping to maintain the roadmap and conducting appropriate gap analysis.
Closely cooperating with the development teams.
Analyzing risks and causes of errors during the development of systems.
Designing APIs.
Working with a database.
Modeling the domain area (entity relationship diagrams), business processes and algorithms (UML activity diagrams), functional capabilities (UML use case diagrams), and service interactions (UML sequence diagrams).

Must-haves:

Experience as a System Analyst for 3+ years.
Experience with a comprehensive set of payment functions, such as: credit card payments, AFP, tokenization, risk tool, smart routing, failover capabilities.
Knowledge/understanding of PCI DSS and GDPR, PSD2.
Experience in developing software documentation.
Deep knowledge in all techniques of requirements elicitation, experience in requirements management.
Strong analytical skills to critically evaluate information from multiple sources.
Experience in modeling business processes (at least BPMN/UML).
Knowledge of requirements management tools (at least Jira and Confluence).
Experience with Agile (Scrum/Kanban).
Profound knowledge of all requirements elicitation techniques and experience in managing requirements.
Experience in designing REST APIs.
Level of English – Upper-Intermediate and above.

Nice-to-haves:

Knowledge of AML & KYC regulations.

Reasons why this job would be interesting to you:

Andersen cooperates with such companies as Siemens, Johnson & Johnson, AstraZeneca, BNP Paribas, Allianz, Ryanair, TUI, Verivox, Media Markt, etc..
For the past four years, our company has been growing annually by 60–100%, and we constantly involve top-notch specialists in our team.
Andersen has mentoring and adaptation systems for new employees, and transparent performance review and assessment systems will allow you to determine your development path and plan your growth.
The most important thing that we value in our employees is a commitment to continuous learning. The company supports them in this and gives them access to the best educational platforms, seminars, and practices. In addition, for over 17 years, Andersen has assembled a huge knowledge base and established a robust resource management institution.
We have been strengthening our expertise since 2007. During this time, we have formed excellent teams with streamlined processes, where you can learn something new from your colleagues every day and enjoy your work.
We are a cool young team of like-minded people communicating informally.
You'll have a stable and competitive salary and an extensive benefits package.
At Andersen, we have many different ways to grow. You can improve as a specialist or a manager, and all your activities will be decently rewarded.

Your personal data is protected in accordance with GDPR regulations.

Join us!",3–6 лет,Полная занятость,График: 5/2,8,Не указано,14 мая 2025,https://hh.kz/vacancy/120539144,Не указано,Не указано,2025-05-14
Специалист по перформанс маркетингу / Perfomance marketing manager,ТОО Okori Central Asia (Окори Сентрал Эйжа),Алматы,Не указано,"Okori (by partner of dentsu) - одна из крупнейших медиа коммуникационных групп в мире.

Okori Media group (partner of dentsu) - международное медийное агентство, представляет услуги коммуникаций и маркетинговых решений (медиапланирование, медиа размещение, баинг, digital размещение) – представительство в Киргизии, Монголии, Грузии, Азербайджане и Таджикистане.

Мы в поиске Performance Marketing Manager.

Обязанности:

Активное участие в разработке и внедрении перформанс стратегии для клиентов, формирование бенчмарков на основании исторических данных или экспертизе;
Запуск, настройка, ведение и оптимизация цифровых рекламных кампаний в Google Ads, Яндекс Директ, Facebook Ads, DV360, myTarget, VK Business, Apple Search Ads;
Настройка базовых целей в Google Tag Manager, мониторинг и анализ результатов с помощью аналитических инструментов Google Analytics, Яндекс Метрика, Adjust, Appsflyer;
Улучшать расширение аудитории и пожизненную ценность клиента (LTV) с целью снижения затрат на привлечение;
Оценка и контроль целевых метрик – CPC, CTR, VTR, CR, CPA, CPL, ROAS, ROMI, показатель качества, статистика аукционов;
Контроль своевременного запуска, уровня затрат, работоспособности и рентабельности рекламных кабинетов;
Формирование и тест гипотез для улучшения эффективности рекламных кампаний, а также ведение отчета с идеями, препятствиями и областями возможностей;
Peer-review и вычитка рекламных кампаний запущенных внутри отдела с целью достижения максимального качества объявлений;
Активное участие в разработке и развитии внутренних бизнес процессов;
Подготовка отчетности о проделанной работе, достигнутых показателях, формировании конкурентных отчетов;
Требования:
Уверенные знания кабинетов Google Ads, Yandex Директ, DV360; Fb Ads, Tik Tok Ads, my Target, Google Analytics;
Работа с торговыми кампаниями и продвижением приложений;
Построение гипотез на основе Post-click аналитики.
Условия:
100% белая заработная плата;
Профессиональная и сплоченная команда специалистов;
Новый и комфортабельный офис на Атакенте;
Гибридный график работы после испытательного срока (3 месяца);
Карьерный рост;
Обучающую платформу и тренинги, для личного и профессионального развития.",1–3 года,Полная занятость,График: 5/2,8,Гибрид,15 мая 2025,https://hh.kz/vacancy/120373799,Не указано,Не указано,2025-05-15
Финансист,ТОО ТОРГОВЫЙ ДОМ ТЭМ-КАЗАХСТАН,Астана,"от 300 до 350 000 ₸ за месяц, на руки","Мы являемся ведущим поставщиком стальных труб в Казахстане. Наши филиалы охватывают крупнейшие города страны. В связи с расширением фин.отдела, мы ищем ответственного и исполнительного Финансиста для обеспечения эффективного управления финансовыми операциями компании:

Обязанности:

Ведение платежных поручений и контроль платежей;
Подготовка финансовой отчетности для руководства;
Анализ и контроль исполнения бюджета;
Взаимодействие с банками и финансовыми учреждениями;
Контроль за валютными операциями и сопровождение сделок;

Требования:

Высшее образование: Финансы/Экономика;
Опыт работы в банковской сфере от 2 лет;
Знание систем финансового учета и отчетности;
Опыт работы с платежными поручениями;
Уверенное владение MS Office и 1С;
Аналитический склад ума, ответственность и внимательность к деталям.
Условия:
Официальное трудоустройство и своевременная оплата труда;
График работы: 5/2 с 08:00 до 17:00;
Современный комфортный офис с удобным расположением;
Перспективы карьерного роста;
Дружный коллектив, любящий свое дело.

Если вы готовы принять участие в управлении финансовыми процессами компании и обеспечении ее стабильного роста, отправляйте свое резюме. Будем рады обсудить возможности сотрудничества!",1–3 года,Полная занятость,График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/120367134,Не указано,300-350000 ₸,2025-05-15
Руководитель отдела продаж (направление строительная химия),ТОО Optimus kz,Астана,Не указано,"В офисе г. Астана компании OPTIMUS KZ открылась вакантная позиция Руководитель отдела продаж.

На этой должности необходимо:

Проводить оперативное управление отделом продаж

Разрабатывать и реализовывать стратегию по развитию отдела

Разрабатывать и контролировать выполнение плана продаж

Принимать участие в разработке и реализации маркетинговых мероприятий совместно с маркетологом

Вести переговоры с клиентами и отрабатывать рекламации

Вести аналитику продаж

Изучать и внедрять в продажу новые материалы

Вести работу с просроченной дебиторской задолженностью

Проводить мониторинг и анализ деятельности конкурентов

Предоставлять отчетность руководству по ключевым показателям

Требования:

Умение выстраивать долгосрочные отношения с поставщиками

Умение вести переговоры с первыми лицами

Навык деловой переписки

Навык работы в 1С

Навык развития продаж (достижение планов, KPI, увеличение среднего чека)

Навык построения и управления командой

Навык проведения элементарного фин. анализа (рентабельность сделки и т.д.)

Желательно:

Навык работы в CRM

Навык работы в Битрикс или аналогичных системах (таскменеджерах)

Навык выстраивания БП

Навык построения ABC, XYZ отчетов

Навыки в маркетинге: планирование рекламных акций, кроссейл

Креативное нестандартное мышление

Мы предоставляем нашим сотрудникам:

Работу в стабильной развивающейся компании

Достойную заработную плату, премии

Отсутствие «потолка» заработной платы

Современные мотивационные программы

Ежегодную индексацию заработной платы

Все возможности для карьерного роста

Участие в интересных проектах

Комфортабельные офисы и рабочие места

Корпоративные мероприятия, тимбилдинги, библиотеку

Обучение и развитие",3–6 лет,Полная занятость,График: 5/2,8,Не указано,14 мая 2025,https://hh.kz/vacancy/119543527,Не указано,Не указано,2025-05-14
Generative AI for Software Development (Tech Orda Voucher),"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Актау,Не указано,"Start your journey in IT with EPAM's industry experts! The training cost is fully covered by the Tech Orda program voucher worth 400,000 tenge, with partial funding provided by EPAM.

To get into the program, you need to undergo a preliminary competitive selection process.

The Generative AI for Software Development program equips you with skills to integrate large language models (LLMs), AI agents, and copilot tools across the software development lifecycle to boost productivity and innovation.

Requirements:
Knowledge of English: B2 (Upper-Intermediate) or higher.
Knowledge of a Modern Programming Language (Java / JS / Python / C#).
Compliance with the requirements of Tech Orda
Experience in IT 2+.
Uploaded self-presentation video.
Uploaded CV.

What you will gain from this program:
Understand the foundations of large language models (LLMs) – explore how they work and apply them to real-world development tasks.
Design effective prompts – learn prompt engineering techniques to guide AI models toward accurate and helpful responses.
Implement retrieval-augmented generation (RAG) – combine AI models with external data sources to boost relevance and performance.
Use AI copilots in development workflows – accelerate coding with tools like GitHub Copilot and EPAM AI/Run.
Leverage AI agents in software projects – automate routine tasks and enhance productivity through intelligent assistants.
Apply AI-powered testing and quality assurance – improve software reliability and performance with smart automation.
Utilize AI in project management – enhance planning, forecasting, and delivery using predictive analytics.
Follow ethical and secure AI practices – ensure responsible AI integration and mitigate potential risks.
Integrate AI into CI/CD and DevOps – streamline software delivery pipelines using intelligent tools.
Stay ahead of future AI trends – anticipate and adapt to evolving technologies in AI-assisted software development.

Benefits of our program:
Fundamental knowledge of Generative AI for Software Development. The course covers a wide range of essential topics, providing you with a comprehensive understanding of how to apply AI across the entire software development lifecycle.
Best engineering practices. You will practice and apply skills that meet up-to-date industrial standards alongside EPAM's leading experts.
Hands-on experience. We emphasize practical learning by providing hands-on exercises and real-world scenarios.",1–3 года,Частичная занятость,Не указано,Не указано,Удалённо,14 мая 2025,https://hh.kz/vacancy/120554269,Не указано,Не указано,2025-05-14
"Старший инженер по планированию и оптимизации метро сети, г. Алматы",АО Kcell,Алматы,Не указано,"Обязанности:
Планирование новых сайтов РРЛ
Своевременное предоставление данных для запуска новых, репланированных БС. 234г
Контроль и своевременное реагирование на аварии в кластере по ТР
Контроль проектов по спутниковым сайтам, плюс переключение оставшихся
Своевременное предоставление ответов на запросы от ЦА.
Планируемый свап роутеров IPBB в регионах (~120 шт.)
Полное содействие подрядчику в момент работ по переключению замене железа на новые линейки ML66XX.
Открытие ревизионных работ по ТР.
Запрос TSD на новые, существующие пролёты.
Анализ и предоставление данных по FIX (возможные выезды).
Анализ и запрос на расширение VPN каналов (регионы).
Запрос ТУ у КЗТ, КТР на подвес РРЛ, подготовка АВТУ.
Учёт оптических данных ВОЛС
Полная ревизия и актуализация оптических линий
Переезд оптических сайтов
Организация тёмных пар, соединений во ВОЛС (Интерконнект, тёмные пары)
Подключение новых стыков, линков (ВОЛС-РРЛ)
Планирование новых линий ВОЛС
Требования:

Высшее техническое. Специализация: радиотехника, телекоммуникации, связь, IT. Стаж работы:
Не менее 3 лет в области телекоммуникаций и связи",1–3 года,Полная занятость,График: 5/2,8,Не указано,14 мая 2025,https://hh.kz/vacancy/120529717,Не указано,Не указано,2025-05-14
Junior Backend Developer (.NET),Andersen,Алматы,Не указано,"The IT company Andersen invites an experienced Junior Backend Developer (.NET) to work on a project for our Bulgarian partner.

The customer is a next-generation tech company focused on providing products across all online gaming verticals: Sportsbook, Casino, and Lottery games, as well as the all-in-one iGaming platform. The company is focused on servicing operators in regulated markets, helping them achieve competitive advantage and supporting them with revolutionary tech innovations.

The project is an iGaming platform, an all-in-one solution designed to empower operators in regulated markets.

Technology stack: .NET, C# and .NET Core 7+ API, Entity Framework Core, REST, HTTP, Kafka, RabbitMQ, PostgreSQL, Reddis, Docker, Kibana, ElasticSearch.

Responsibilities:

Developing new functionalities for existing projects.
Supporting the already developed functionalities.
Actively participating in the development of new projects.
Collecting and analyzing information to develop alternative solutions.
Making code reviews of the other team members.
Introducing new people to the projects.
Writing technical documentation.

Must-haves:

Experience with .NET and C# for 1-2+ years.
Basic knowledge of .NET Core 7+.
Experience with microservises
Willingness to learn and work with messaging systems (Kafka, RabbitMQ).
Familiarity with Entity Framework Core and relational databases (e.g., PostgreSQL).
Understanding of REST APIs and HTTP protocols.
Basic knowledge of Docker and version control tools (e.g., Git).
Willingness to learn and work with messaging systems (Kafka, RabbitMQ).
Ability to write clean and maintainable code.
Eagerness to participate in code reviews and team discussions.
Level of English – from Intermediate+ and above.

Nice-to-haves:

Understanding of OOP principles; basic knowledge of SOLID and design patterns.
Degree or ongoing studies in Computer Science or related fields.
Familiarity with Kibana and ElasticSearch.
Experience working in a team environment or on group projects.

Reasons why this job would be interesting to you:

Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc..
The opportunity to change the project and/or develop expertise in an interesting business domain.
Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant.
Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee.
The opportunity to earn up to an additional 1,000 EUR per month, depending on the level of expertise, which will be included in the annual bonus, by participating in the company's activities.
Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated.
Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies).
Certification compensation (AWS, PMP, etc).
Referral program.
English courses.
Private health insurance and compensation for sports activities.

Your personal data is protected in accordance with GDPR regulations. Learn more: https://andersenlab.com/privacy-policy

Join us!

https://people.andersenlab.com/",1–3 года,Полная занятость,График: 5/2,8,Удалённо,14 мая 2025,https://hh.kz/vacancy/120533394,Не указано,Не указано,2025-05-14
Интегратор Битрикс24,ТОО CleverCRM,Алматы,Не указано,"Город: Алматы / Астана / удалённая работа

Занятость: Полная занятость

Зарплата: от 300,000 до 500,000 KZT (обсуждается на собеседовании, зависит от опыта)

О компании:

Мы - динамично развивающаяся IT-компания, специализирующаяся на внедрении и настройке CRM-систем для бизнеса. Наша миссия - помогать компаниям оптимизировать процессы и достигать новых высот с помощью современных технологий. Присоединяйтесь к нашей команде профессионалов, чтобы вместе создавать эффективные решения для клиентов!

Обязанности:

- Настройка и внедрение Битрикс24 (CRM, бизнес-процессы, корпоративный портал) под задачи клиентов.

- Интеграция Битрикс24 со сторонними системами (1С, телефония, мессенджеры, сайты) через API.

- Анализ бизнес-процессов клиентов, разработка и внедрение оптимальных решений на базе Битрикс24.

- Обучение пользователей и подготовка документации по настройке системы.

- Техническая поддержка и доработка функционала порталов Битрикс24.

- Участие в командных проектах по автоматизации процессов.

Требования:

- Опыт работы с Битрикс24 (настройка CRM, порталов, бизнес-процессов) от 1 года.

- Знание принципов работы API и опыт интеграции систем.

- Базовые навыки программирования (PHP, JavaScript) и работы с базами данных (MySQL).

- Понимание бизнес-процессов и умение предлагать решения для их оптимизации.

- Коммуникабельность, умение работать в команде и эффективно взаимодействовать с клиентами.

- Желательно: опыт работы с другими CRM (AmoCRM, Salesforce и др.), сертификаты Битрикс24.

- Знание казахского и/или русского языков, английский будет преимуществом.

Условия:

- Гибкий график работы

- Удалённая работа

- Доступ к внутреннему и внешнему обучению, участие в сертификациях Битрикс24.

- Возможности карьерного роста до руководителя проектов или бизнес-аналитика.

Почему стоит работать у нас?

- Интересные проекты для крупных клиентов из разных индустрий.

- Возможность влиять на результат и предлагать свои идеи.",1–3 года,"Полная занятость
Возможно временное оформление",График: 5/2,8,Удалённо,14 мая 2025,https://hh.kz/vacancy/120249634,Не указано,Не указано,2025-05-14
