title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Бухгалтер по расчету заработной платы,ТОО МЦ ЭКО,Алматы,"от 350 000 до 400 000 ₸ за месяц, на руки","Обязанности:
Своевременное и точное исчисление заработной платы, отпускных, больничных, праздничных, пособий, прочих выплат.
Своевременно и точно исчислять налоги и обязательные платежи в бюджет, а также все виды удержаний с работников.
Своевременное и точное отражение в учетной системе всех бухгалтерских проводок по начисленной заработной плате, пособий и других начислений, налогов по счетам бухгалтерского учета в разрезе необходимой аналитики.
Подготовка, проверка и сдача налоговых деклараций на доходы работника/работодателя, отчетов в социальный фонд, в фонд занятости в соответствии с требованиями местного законодательства и представление данных по исчисленной заработной плате и налогам для своевременной оплаты.
Подготовка и выдача сотрудникам справок, расчетных листков и прочих справок и сведений по заработной плате.
Исчисление и оформление расчетов по договорам ГПХ с физическими лицами.
Подготовка, проверка и сдача статистических отчетов по заработной плате.
Отражение проводок по заработной плате в бухгалтерском учете с учетом необходимой аналитики.
Требования:
Общий стаж работы в бухгалтерии не менее 5 лет
Опыт работы в организациях с большим количеством сотрудников (больше 300)
Опыт начисления заработной платы (сменный графики, оклад, бонусы, совмещение и т.п.)
Опыт начисления заработной платы нерезидентов
Опыт сдачи налоговой и статистической отчетностей по заработной плате
Высшее экономическое образование
Условия:
Рабочий график 09.00 - 18.00ч. (Понедельник-Пятница)
Испытательный срок 3 месяца
Отпуск 24 календарных дня",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,15 мая 2025,https://hh.kz/vacancy/120604382,Не указано,350000-400000 ₸,2025-05-15
Android Development with AI Tools (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Алматы,Не указано,"Details

To get into the program, you need to undergo a preliminary competitive selection process.

The Android Development program is designed to prepare you for a career as an Android Developer. You will master Java and Kotlin and learn to create modern mobile applications for the Android platform.

During the program, you will:

Design intuitive and user-friendly mobile interfaces using modern UI development practices.
Work with APIs and manage local data to enable networking and efficient data storage in apps.
Use popular Android libraries like Android Jetpack and Dagger2, Koin to streamline development and enhance app functionality.

By the end of the program, you’ll be able to confidently apply your knowledge and build fully functional Android applications.

What you will gain from this program:

Write and execute Java programs – build a strong foundation in Java programming.
Master Kotlin – learn a modern language designed for seamless integration with Java.
Develop user-friendly interfaces – design and implement intuitive UIs, work with network requests, and manage local data storage.
Enhance your development with AI – gain expertise in Prompt Engineering and integrate AI tools into Android app development.
Build a real-world Android application – apply your knowledge by creating a capstone project, working on real-life tasks to showcase your skills.

Why choose this program?

Professional Mentorship. You will have group online sessions with a mentor twice a week and individual sessions once every two weeks. During these meetings, you’ll be able to ask questions, receive feedback on your assignments, and gain a deeper understanding of the learning material.
Hands-on Learning with Real Projects. You will gain practical experience by solving real projects-based tasks and engaging hands-on learning, preparing you for technical interviews and helping you build a strong skill set to excel in the fast-paced world of technology.
Simplified Learning Approach. We simplify complex things and boil sophisticated concepts into digestible, bite-sized content without sacrificing quality and learning experience.
Career Support & Job Readiness. We will provide you with all the necessary tools to prepare for your dream job, from resume creation to technical assessments and project defenses, ensuring you are ready for real-life interview situations.

What is required for training:

Intermediate (B1 or higher) English.
Meeting requirements of Tech Orda",не требуется,"Частичная занятость
Стажировка",График: свободный,2 или 3,Удалённо,15 мая 2025,https://hh.kz/vacancy/120580793,Не указано,Не указано,2025-05-15
Аналитик по контролю ресурсов,"АО Qazaq Air, АО",Астана,Не указано,"Обязанности:
Аналитика и контроль ресурсов
Работа в инвенторной системе и контроль бронирований
Отчетность
Требования:
Высшее экономическое/математическое/финансовое образование иди эквивалентный опыт работы в авиакомпании
Общий стаж не менее 1 года
Не менее 1 года в коммерческом отделе авиакомпании
Условия:
5/2
8.00-17.00",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,16 мая 2025,https://hh.kz/vacancy/119633727,Не указано,Не указано,2025-05-16
Главный эксперт отдела консолидации финансовой отчетности,BI Group,Астана,Не указано,"Обязанности:
Подготовка консолидированной финансовой отчетности Группы по стандартам МСФО;

Анализ приобретения и слияния новых организаций для включения в периметр консолидации на предмет наличия контроля, заполнение опросников;

Формирование отчетов о финансовом положении, о прибылях и убытках, о движении денежных средств и отчета о движении капитала, со всеми дополнительными раскрытиями;

Расчет и анализ отражения нетиповых трансформационных корректировок в трансформационной таблице Группы;

Расчет элиминаций внутригрупповых транзакций, нереализованной маржи, внутригрупповых остатков и оборотов Группы;

Сопровождение внешнего аудита Группы;

Эффективное взаимодействие с внешними аудиторами и представление интересов Группы в ходе аудиторских процедур, предлагаемых корректировок, аудиторского мнения, драфта консолидированной финансовой отчетности и других вопросов;

Участие в автоматизации процесса сбора консолидированной финансовой отчетности;

Организация совместной работы направления с аналитиками по разработке ТЗ, внедрение модуля консолидации в системе 1С;

Оказание экспертной поддержки в целях контроля соблюдения стандартов МСФО;

Предоставление экспертной оценки влияния на консолидированную финансовую отчетность в вопросах по структурированию Группы;

Сотрудничество с Направлением методологии по внесению дополнений в учетную политику Группы по части обновленных стандартов МСФО, а также по разработке инструкций по расчетам отложенных налогов и дисконтированию согласно требованиям МСФО;

Регулярная оценка влияния новых стандартов, проведение и моделирование анализа чувствительности и других процедур для соответствия финансовой отчетности последним требованиям МСФО.

Требования:
Высшее профессиональное образование (бухгалтерский учет, аудит, экономика, финансы). Наличие бумаг F1-F9 международного сертификата ACCA (Association of Chartered Certified Accountant), либо в процессе обучения;
Стаж работы по специальности в областях, соответствующих функциональным направлениям должности не менее 2-3 лет;
1С Бухгалтерия, ERP, IBM Planning Analytics;
Знание Международных стандартов финансовой отчетности;
Приветствуется опыт работы в аудиторской компании.
Условия:
Стабильная оплата заработной платы, премии, бонусы;
Перспектива карьерного и личностного роста внутри Холдинга;
Насыщенная корпоративная жизнь;
Комфортабельный офис в БЦ ""Зеленый квартал""",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,16 мая 2025,https://hh.kz/vacancy/120611392,Не указано,Не указано,2025-05-16
Android Development with AI Tools (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Астана,Не указано,"Details

To get into the program, you need to undergo a preliminary competitive selection process.

The Android Development program is designed to prepare you for a career as an Android Developer. You will master Java and Kotlin and learn to create modern mobile applications for the Android platform.

During the program, you will:

Design intuitive and user-friendly mobile interfaces using modern UI development practices.
Work with APIs and manage local data to enable networking and efficient data storage in apps.
Use popular Android libraries like Android Jetpack and Dagger2, Koin to streamline development and enhance app functionality.

By the end of the program, you’ll be able to confidently apply your knowledge and build fully functional Android applications.

What you will gain from this program:

Write and execute Java programs – build a strong foundation in Java programming.
Master Kotlin – learn a modern language designed for seamless integration with Java.
Develop user-friendly interfaces – design and implement intuitive UIs, work with network requests, and manage local data storage.
Enhance your development with AI – gain expertise in Prompt Engineering and integrate AI tools into Android app development.
Build a real-world Android application – apply your knowledge by creating a capstone project, working on real-life tasks to showcase your skills.

Why choose this program?

Professional Mentorship. You will have group online sessions with a mentor twice a week and individual sessions once every two weeks. During these meetings, you’ll be able to ask questions, receive feedback on your assignments, and gain a deeper understanding of the learning material.
Hands-on Learning with Real Projects. You will gain practical experience by solving real projects-based tasks and engaging hands-on learning, preparing you for technical interviews and helping you build a strong skill set to excel in the fast-paced world of technology.
Simplified Learning Approach. We simplify complex things and boil sophisticated concepts into digestible, bite-sized content without sacrificing quality and learning experience.
Career Support & Job Readiness. We will provide you with all the necessary tools to prepare for your dream job, from resume creation to technical assessments and project defenses, ensuring you are ready for real-life interview situations.

What is required for training:

Intermediate (B1 or higher) English.
Meeting requirements of Tech Orda",не требуется,"Частичная занятость
Стажировка",График: свободный,2 или 3,Удалённо,15 мая 2025,https://hh.kz/vacancy/120580791,Не указано,Не указано,2025-05-15
Аналитик 1С,ТОО 1С-Рейтинг,Усть-каменогорске,Не указано,"1С-Рейтинг — одна из ведущих компаний по автоматизации учета на предприятиях Казахстана на программных продуктах 1С. Компания ведет свою историю с 1998 года, является официальным партнером фирмы «1С». За 25-летний опыт работы сотрудниками 1С-Рейтинг накоплены знания и навыки, необходимые для максимально эффективного решения задач любого уровня сложности.

Мы гордимся, что всегда выполняем взятые обязательства и несем ответственность за результат нашей работы. Предлагаем своим клиентам лучшие решения, повышающие эффективность работы.

Наше главное преимущество – это люди. Мы работаем с теми, кто разделяет наши ценности: порядочность, командность, профессионализм, инициатива, доверие, стремление к развитию. В нашей команде 230+ человек и мы продолжаем расти.

Мы ищем Аналитик 1С в группу внедрения Центра корпоративных проектов.

Центр корпоративных проектов, это подразделение компании, которое занимается внедрением и сопровождением программных продуктов на платформе 1С для крупных предприятий квазигосударственного сектора, крупных частных корпораций и холдингов, предприятия промышленного сектора экономики.

Миссия этой роли - помогать крупным компаниям и корпорациям качественно вести все виды учета их деятельности, дать им инструменты планирования и контроля для достижения максимально-эффективного результата их деятельности

Что будет входить в круг Ваших обязанностей?

Участие во внедрении программных продуктов: «1С: Управление холдингом», «1С:ERP для Казахстана», и других решений линейки 1С для автоматизации процессов бухгалтерского, налогового учета, учета заработной платы и консолидированной финансовой отчетности
Анализ и построение бизнес-процессов бухгалтерского, налогового учета, учета заработной платы и консолидированной финансовой отчетности заказчика
Определение требований заказчика к функциональности системы
Построение методической модели бухгалтерского, налогового учета, учета заработной платы и консолидированной финансовой отчетности заказчика в соответствии с требованиями заказчика
Постановка задач для программистов
Тестирование и внедрение разработанного функционала
Обучение и консультирование пользователей
Подготовка методической документации: практикумы, инструкции, регламенты.

Мы ориентированы на долгосрочное и эффективное сотрудничество и создаем для этого благоприятные условия:

Достойная оплата труда. Предлагаемые нами финансовые условия соответствуют рыночным и динамически изменяются в ответ на рост компетенций и условия внешних факторов экономики
Премирование за выполнение ключевых показателей эффективности
Применение в работе проектных технологий «Водопад», Agile
Прозрачная карьерная лестница с четко прописанными условиями перехода на следующую категорию
Обучение и сертификация по программным продуктам 1С
Корпоративный университет: доступ к онлайн-курсам и конференциям, большая электронная библиотека, развивающие мероприятия
Социальный пакет: обеды для сотрудников, посещение бассейна, тренажерных залов;
Комфортные, технически оснащенные рабочие места, удобное местоположение офиса в центре города
У нас развито наставничество и взаимовыручка, руководители компании открыты к диалогу
Команда профессионалов, готовых делиться опытом: в нашей команде сертифицированные Эксперты по внедрению, Специалисты по платформе, Специалисты консультанты, Руководители проектов, ДИПИФР и Профессиональные бухгалтеры, Налоговые консультанты, САР и CIPA
Насыщенная и интересная корпоративная жизнь: праздники, корпоративные выезды на природу, тимбилдинги, конкурсы

Наши ожидания:

Высшее образование (бухгалтерский учет, экономика, финансы, менеджмент)
Опыт работы по специальности не менее 3-х лет
Знание методик основных направлений бухгалтерского, налогового учета, учета заработной платы или консолидированной финансовой отчетности
Знание бухгалтерской корреспонденции счетов и принципов ее формирования
Знание налогового учета и принципов формирования основных форм налоговой отчетности. Практические навыки формирования форм налоговой отчетности
Знание стандартов МСФО
Знание методик и принципов консолидации финансовой и управленческой отчетности;
Стремление к профессиональному и личностному росту
Активность, внимательность, ответственность, стрессоустойчивость и нацеленность на результат, аналитический склад ума
Отличные коммуникативные навыки, грамотная устная и письменная речь
Готовность к обучению и изучению программных продуктов.

Будет плюсом если у вас есть:

Один или несколько сертификатов из перечня: 1С:Специалист-консультант, Проф Бухгалтер, ДИПИФР, CAP, CIPA, Налоговый консультант, IFRM
Опыт работы в одном из прикладных решений «1С: Управление холдингом», «1С:ERP для Казахстана», «1С:УПП для Казахстана»
Опыт участия в проектах внедрения программных продуктов: «1С: Управление холдингом», «1С:ERP для Казахстана», «1С:УПП для Казахстана»

Условия:

График работы: 5/2 с 9.00 до 18.00
Официальное трудоустройство
Отпуск по заранее согласованному графику
Своевременная выплата заработной платы.

Что нужно сделать, если вы хотите присоединиться к команде профессионалов и внедрять крупные проекты, которыми будете гордится?

Откликнуться на вакансию с сопроводительным письмом
В сопроводительном письме написать кодовое слово «проект» (по нему мы поймем, что Вы внимательно ознакомились с условиями вакансии)
Пройти собеседование
Предоставить рекомендации.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,16 мая 2025,https://hh.kz/vacancy/120611268,Не указано,Не указано,2025-05-16
Senior Marketing Analyst,Movavi,Алматы,Не указано,"Мы ищем маркетингового аналитика с уверенными техническими навыками и опытом работы с подписочными продуктами. В этой роли предстоит стать ключевым связующим звеном между командами маркетинга и аналитики. Ожидается широкий спектр задач: от построения предиктивных моделей LTV до разработки BI-дашбордов. В перспективе рассматриваем возможность передачи в управление небольшой команды из 2–3 аналитиков.

Чем предстоит заниматься:


Проверка маркетинговых и продуктовых гипотез на основе данных

Проведение разведывательного анализа с целью выявления паттернов и инсайтов

Разработка и поддержка BI-отчётности для различных команд

Выполнение ad-hoc-аналитики под конкретные запросы

Участие в проектах по моделированию и прогнозированию LTV

Построение и развитие модели атрибуции

Поддержка маркетинговых каналов в вопросах бюджетирования и моделирования

Для успешного выполнения задач тебе потребуется:


Отличное знание SQL и умение писать сложные запросы

Уверенное владение Python для проведения аналитики и визуализации данных

Опыт работы с BI-системами

Глубокое понимание статистики и методов проверки гипотез, знание подходов к проведению экспериментов

Английский язык на уровне, достаточном для чтения технической документации и аналитических материалов",3–6 лет,Полная занятость,График: 5/2,8,Удалённо,15 мая 2025,https://hh.kz/vacancy/120587476,Не указано,Не указано,2025-05-15
Менеджер по планированию и прогнозированию,АО TECHNODOM Operator (Технодом Оператор),Алматы,Не указано,"Airba Ecosystem — будущее начинается с тебя!

Добро пожаловать в Airba Ecosystem — пространство, где технологии, логистика, финансы и ритейл объединяются, чтобы менять правила игры и создавать решения, которые упрощают жизнь миллионов. Основанная на опыте и успехах Technodom, Airba — это место, где инновации превращаются в реальные достижения, а амбиции — в новые возможности.

Почему выбирают Airba?

Ты станешь частью команды, где идеи находят поддержку, а таланты раскрываются на максимум.
Масштабные проекты, которые меняют рынок, будут твоей ежедневной реальностью.
Карьерный рост, обучение и развитие в окружении профессионалов.

Комфортная работа, достойная зарплата и бенефиты компании

Мы предлагаем:

Официальное трудоустройство
Возможность сильной личной и профессиональной прокачки
Работа в премиум офисе с удобным расположением
Работа с опытными коллегами, готовыми делиться знаниями и поддерживать
Гибкий подход к работе и участие в интересных и масшбатных проектах компании
Корпоративные скидки в экосистеме компании
Широкие возможности для профессионального и карьерного роста
Разумеется кофе и все офисные блага :)

Обязанности:

Прогнозирование продаж на уроне товаров, категории, брендов на год вперед
Оценка и составление прогноза при запуске новых товаров
Обеспечение высокой точности прогнозов с целью поддержки оптимального уровня запасов
План-факт анализ продаж (выявление причин отклонений от прогноза)
Управление внутренней дистрибуцией (пополнение складов/магазинов)
Управление товарными запасами на складах, товародвижение
Взаимодействие с коллегами из Коммерции, Логистики и Финансов по задачам, связанным с прогнозированием спроса, пополнение складов и магазинов, товарных запасов

Требования:

Умение адаптироваться в изменяющейся среде и работать с большим объемом информации
Опыт работы FMCG компаниях / в компаниях, продаваемых электронику, бытовую технику в отделе планирования и прогнозирования продаж, цепочек поставок или отделе аналитики от 3 лет
Знание методов прогнозирования продаж и опыт построение прогнозов продаж
Знание и опыт в управление товарными запасами, формирования заказов на закуп у поставщиков, распределение товаров внутренней дистрибуции (пополнение складов и магазинов); расчет оптимального уровня товарного запаса
Умение работать с большими массивами данных
Владение Excel на продвинутом уровне (сложные формулы для работы с массивами данных, сводные таблицы) и 1С

Ждем тебя в команде лидеров!",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,16 мая 2025,https://hh.kz/vacancy/119627925,Не указано,Не указано,2025-05-16
Главный Бухгалтер на производство (Оффлайн),ТОО ТОРГОВЫЙ ДОМ ТЭМ-КАЗАХСТАН,Астана,"от 800 до 1 000 000 ₸ за месяц, на руки","Мы являемся ведущим производителем металлопроката в Казахстане, охватывающим крупнейшие города страны. В связи с расширением финансового отдела, мы ищем квалифицированного и ответственного ""Бухгалтера в одном лице"", готового обеспечить полное ведение бухгалтерского учета ЗАВОДА (который в ближ.квартал будет введен в эксплуатацию).

Обязанности:
Организация и ведение бухгалтерского и налогового учета с ""нуля"".
Учет капитального строительства и формирования первоначальной стоимости ОС;
Учет предпроизводственных расходов;
Разработка учетной политики и организация документооборота;
Взаимодействие с подрядчиками и поставщиками;
Подготовка и своевременная сдача отчетности в контролирующие органы;
Налоговое планирование и оптимизация;
Контроль за соблюдением фин. дисциплины;
Участие в инвентаризации имущества.
Требования:
Высшее образование (Бухгалтерия/Экономика);
Опыт работы Бухгалтером в единственном лице на производстве от 3 лет;
Опыт работы с капитальным строительством и вводом ОС в эксплуатацию.
Уверенное владение 1С: Бухгалтерия, Excel;
Знание всех участков бухгалтерии, налогового законодательства РК;
Ответственность, многозадачность, организованность;
Умение самостоятельно принимать решения.
Опыт прохождения налоговых проверок.
Условия:
Официальное трудоустройство;
График работы: 5/2 с 08:00 до 17:00;
Своевременная оплата труда (без задержек);
Периодические недлительные командировки в г.Сарань (местонахождение завода);
Развитая корпоративная культура;
Дружный коллектив, любящий свое дело

Если Вы готовы взять на себя одну из ключевых ролей в управлении финансовыми процессами компании, оставляйте свой отклик. Будем рады обсудить возможности сотрудничества!",3–6 лет,Полная занятость,График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/120417573,Не указано,800-1000000 ₸,2025-05-15
Бизнес аналитик,ТОО TECHDRIVE,Алматы,Не указано,"Вакансия: Бизнес аналитик

О компании TechDrive:

Мы TechDrive – инновационная технологическая компания, специализирующаяся на Разработке передовых IT-решений для бизнеса, создании цифровых продуктов, автоматизации процессов в FinTech решении. Мы являемся лидерами в сфере автокредитования. Наша миссия – Быть драйвером роста продаж автокредитов наших партнеров, объединяя лучшие финансовые практики и передовые технологии.

О роли Бизнес аналитика:

Мы ищем талантливого и проактивного Бизнес аналитика, который станет ключевым звеном между нашими клиентами/бизнес-заказчиками и командой разработки. Вам предстоит глубоко анализировать потребности, выявлять проблемы и возможности, а также формализовывать требования для создания высококачественных и ценных программных продуктов. Если вы умеете видеть картину целиком, мыслить системно и эффективно коммуницировать, мы ждем вас!

Чем вы будете заниматься:

Сбор, анализ, структурирование и формализация бизнес-требований от стейкхолдеров (клиентов, руководителей, конечных пользователей).

Проведение интервью, воркшопов, опросов и других мероприятий для выявления потребностей и определения объема работ.

Описание и моделирование бизнес-процессов (с использованием BPMN, UML или других нотаций).

Разработка и ведение необходимой документации: спецификации, технические задания, user stories, user cases, регламенты.

Взаимодействие с командами разработки, тестирования и управления проектами на всех стадиях жизненного цикла продукта.

Анализ данных для выявления закономерностей, проблем и обоснования решений.

Участие в планировании, оценке сроков и ресурсов проектов.

Поддержка команды тестирования, участие в функциональном и приемном тестировании.

Анализ и оптимизация существующих бизнес-процессов.

Проактивное предложение решений, улучшающих продукты и процессы.

Наши ожидания:

Опыт работы Бизнес аналитиком от 2-3 лет.

Уверенное владение техниками сбора и анализа требований.

Опыт работы с инструментами управления требованиями и задачами (Jira, Confluence, Trello).

Знание и понимание основных методологий разработки ПО (Agile, Scrum, Kanban).

Опыт моделирования бизнес-процессов (знание BPMN будет существенным плюсом).

Сильные аналитические способности, умение работать с большим объемом информации и выявлять главное.

Отличные коммуникативные навыки, умение эффективно взаимодействовать с разными типами стейкхолдеров.

Умение четко и грамотно излагать мысли устно и письменно.

Внимательность к деталям, системное мышление, ответственность.

Будет плюсом:

Опыт работы в FinTech, E-commerce.

Знание основ SQL.

Опыт работы с API (понимание принципов, умение работать с инструментами типа Postman).

Понимание основ UX/UI дизайна.

Наличие профильных сертификатов (например, CBAP, CCBA).

Техническое образование или бэкграунд.

Что мы предлагаем:

Конкурентную заработную плату, обсуждаемую по результатам собеседования.

Официальное трудоустройство согласно законодательству РК.

Возможности для профессионального и карьерного роста в быстрорастущей компании.

Интересные и масштабные проекты, где можно применить свои знания и приобрести новый опыт.

Работа в команде высококвалифицированных и увлеченных своим делом профессионалов.

Офис в Алматы.

Компенсация на выбор: обучения, спорт, здоровье, питание.

Мы ждем вас в TechDrive!",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,15 мая 2025,https://hh.kz/vacancy/119768146,Не указано,Не указано,2025-05-15
