title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Экономист-аналитик,ТОО Казэнергоинвест,Астана,"от 450 000 ₸ за месяц, на руки","Обязанности:
Разработка форм и составление бюджета по проектам;
Работа с финансовыми институтами по привлечению денежных средств (кредитные линий, лизинг техники),
Выпуск гарантий по исполнению обязательств;
Составление управленческой отчетности и анализ финансово-хозяйственной деятельности;
Формирование и реализация финансовых и производственных планов (бюджетов - БДР, БДДС);
Контроль и оценка эффективности работы на местах путем сравнения фактических данных с плановыми показателями.
Требования:
Опыт работы более 5 лет;
Владение 1С-Бухгалтерия, опытный пользователь Microsoft Office - Excel, Word, PowerPoint
Условия:
Официальное трудоустройство согласно ТК РК
Конкурентная, стабильная, своевременная заработная плата
Долгосрочные отношения
Бонусы по результатам года
Комфортный, современный офис на левом берегу столицы
Приятные ""плюшки"" от компании (подарки ко дню рождения, корпоративы, тимбилдинги)
Возможности для обучения и профессионального роста
Трудовой отпуск 24 календарных дня.",более 6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120407078,Не указано,от 450000 ₸,2025-05-18
Менеджер по контролю качества заявок в CRM (проводной интернет),ТОО Freedom Telecom Operations,Алматы,Не указано,"Freedom Telecom - современная телекоммуникационная компания, развивающая на рынке Республики Казахстан широкополосный доступ к сети интернет в каждый дом и открытый доступ Wi-Fi в крупных городах. Мы работаем в тесном сотрудничестве с мировыми производителями оборудования - программного обеспечения.

Чем предстоит заниматься:
- Контроль полного цикла прохождения заявки в CRM: от создания продавцом до исполнения техническими подразделениями;
- Мониторинг статусов, сроков и корректности заполнения карточек заявок;
- Выявление и устранение сбоев, задержек и ошибок в обработке заявок;
- Взаимодействие с продавцами, техблоком, поддержкой и IT для решения возникающих вопросов;
- Подготовка отчетности по воронке заявок и аналитика по качеству обработки;
- Участие в улучшении процессов и сценариев в CRM.

Знания, навыки, важные для этой позиции:
- Опыт работы с CRM-системами (B2B или B2C сегмент) от 1 года;
- Знание процессов подключения проводного интернета: технологии FTTB, FTTO, GPON, Ethernet, медь и др;
- Понимание логики работы технических и продажных блоков в телеком-компании;
- Умение быстро анализировать информацию и находить причины отклонений;
- Внимательность, системность, высокая степень ответственности;
- Опыт работы в телеком-бизнесе (желательно проводной интернет);
- Опыт оптимизации процессов в CRM;
- Навыки работы с BI-системами или Excel на уровне сводных таблиц и формул.

Что мы предлагаем:
- График 5/2, с 9:00 до 18:00;
- Комфортный офис с кухней и парковкой;
- Свободный дресс-код;
- Привилегии от экосистемы Freedom Holding;
- Экстра days off, помимо отпускных и больничных;
- Материальная помощь по памятным событиям;
- Самые инновационные, амбициозные проекты и задачи.",1–3 года,Полная занятость,5/2,8,Не указано,18 мая 2025,https://hh.kz/vacancy/120584476,Не указано,Не указано,2025-05-18
Team Lead,ТОО DauInvest,Астана,Не указано,"Tech Lead в TrustMe — архитектор роста и надежности

TrustMe приглашает в команду технического лидера (Tech Lead) — опытного инженера, готового сыграть ключевую роль в масштабировании нашего продукта. Мы находимся на этапе активного роста, и нам нужен человек, который сможет спроектировать архитектуру, способную поддерживать в 10 раз больше пользователей и трафика, чем сегодня.

Если вы хотите влиять на технологические решения, развивать команду и строить устойчивые системы — эта роль для вас.

Цели и ожидания

• Масштабирование нашего продукта: Внести значительный вклад в масштабирование систем для обработки 10-кратного роста пользователей и трафика.

• Проектирование надежных систем: Создавать высокомасштабируемые и надежные сервисы, API и решения для хранения данных.

• Поддержание качества кода: Соблюдать лучшие практики по качеству кода, тестированию и документации.

• Эффективное сотрудничество: Работать с межфункциональными командами для своевременной реализации проектов.

• Наставничество: Руководить младшими инженерами и предоставлять техническое руководство.

• Решение проблем: Выявлять и устранять узкие места производительности и другие технические проблемы.

Обязанности

• Проектирование и внедрение схем баз данных для реляционных баз данных (например, PostgreSQL).

• Разработка RESTful API и микросервисов.

• Внедрение автоматизированного тестирования (integration testing).

• Обеспечение мониторинга, логирования и аналитики.

• Эффективная отладка и устранение инцидентов.

• Постоянное изучение новых технологий и их внедрение.

• Проведение код-ревью и улучшение процессов разработки.

Требуемые навыки

• Опыт масштабирования систем для значительного роста.

• Глубокое понимание проектирования реляционных баз данных.

• Опыт работы с RESTful API и микросервисной архитектурой.

• Знание лучших практик разработки и мониторинга систем.

• Умение эффективно устранять инциденты и ошибки.

• Отличные аналитические и коммуникативные навыки.

Приветствуемые навыки

• Опыт работы с PostgreSQL.

• Владение фреймворками C# и ASP.NET Core.

• Знание фронтенд-систем, таких как Vue.js.

• Работа с балансировщиками нагрузки.

Что вы получите

1. Работа с опытным СТО: Наш технический директор — профессионал с многолетним опытом работы в Google и других топовых международных компаниях. Вы будете работать бок о бок с экспертом мирового уровня, который задает высокий стандарт для всей команды.

2. Комфортный офис: Современный и удобный офис на левом берегу в Астане, созданный для продуктивной работы и командного взаимодействия.

3. Профессиональное развитие: Возможности роста, участие в масштабных проектах и доступ к обучению.

4. Сильная команда: Работа в окружении профессионалов, которые готовы делиться опытом и поддерживать в сложных задачах.

5. Интересные задачи: Работа с передовыми технологиями и участие в разработке решений, которые меняют правила игры.

Если вы увлечены разработкой и хотите участвовать в масштабировании продукта на новые высоты, присоединяйтесь к нашей команде!",3–6 лет,Полная занятость,5/2 и другие варианты,8,На месте работодателя или гибрид,18 мая 2025,https://hh.kz/vacancy/118884774,Не указано,Не указано,2025-05-18
Директор Департамента экономики и планирования,"Волковгеология, АО",Алматы,Не указано,"Обязанности:
Бизнес-планирование и стратегическое развитие Общества
Анализ и контроль финансово-экономических показателей, финансовых планов и бюджетов
Разработка и совершенствование методологии и документации в области экономики
Составление управленческой отчетности
Взаимодействие с внешними организациями по экономическим вопросам
Требования:
знание порядка разработки и утверждения планов производственно-хозяйственной деятельности;
знание экономических методов управления организацией и подходов к организации плановой работы;
знание порядка разработки нормативов материальных, трудовых и финансовых затрат;
знание экономических показателей организации;
знание порядка организации статистического учета, планово-учетной работы, сроков и принципов составления отчетности;
знание методов экономического анализа показателей производственно-хозяйственной деятельности организации и ее подразделений;
знание и применение методов проектного управления (планирование, реализация и достижение заявленных выгод и результатов проектов; эффективное взаимодействие с заинтересованными сторонами; применение практических шагов по саморазвитию в области управления проектами);
знание этики делового общения и навыки эффективной коммуникации.",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120099186,Не указано,Не указано,2025-05-18
Руководитель отдела продаж,ТОО Формула Чистоты Групп,Алматы,Не указано,"В компанию ТОО ""Формула Чистоты Групп"", официального дистрибьютора компаний GRASS, Arvitex,The Act,Panasonic, Лаборатория Катрин требуется руководитель отдела продаж с опытом работы по направлению Non-Food(FMCG).

Обязанности:

Достижение плановых показателей по объемам продаж и дистрибуции на территории Алматы, Алматинская область, Талдыкорган, Шымкент, Тараз;
Открытие, запуск, ведение новых филиалов;
Планирование, управление, участие в формировании торговых отделов;
Развитие всех каналов продаж и сегментов рынка;
Управление торговой командой, постановка задач на день, неделю, месяц, год и контроль их исполнения плюс ""полевая"" работа;
Аудит торговых точек всех категорий;
Проведение анализа отчетов о продажах, пенетрации;
Проведение переговоров с клиентами, заключение договоров;
Увеличение доли рынка;
Привлечение новых клиентов и увеличение активной клиентской базы;
Коучинг, организация обучения и повышения квалификации сотрудников отдела продаж;
Работа и контроль дебиторской задолженности;
Постановка и исполнение поставленных задач себе и команде;
Подготовка отчетности для руководства и предоставление аналитики по результатам работы, презентации, анализ, видеоконференц связь;
Развитие отношений с ключевыми клиентами;
Разработка ценовой политики и коммерческих предложений;
Взаимодействие с другими департаментами для обеспечения высокого уровня обслуживания клиентов;
Командировки после испытательного периода в г.Шымкент, г.Астана, г.Актобе, г.Уральск, г.Актау, г.Атырау.
Требования:
Высшее образование (экономика, менеджмент, маркетинг или аналогичные направления);
Опыт работы не менее 3х лет на позиции РОП / территориальный / региональный менеджер ASM / директор по продажам. В бытовой химии будет преимуществом;
Опыт работы с крупными сетевыми клиентами и построения долгосрочных отношений;
Навыки стратегического планирования, анализа данных и управления командой;
Отличные коммуникативные и лидерские качества, умение вдохновлять и мотивировать сотрудников;
Уверенное владение ПК, Microsoft Office, знание CRM-систем и инструментов анализа продаж;
Знание 1С торговля;
Высокий уровень самоорганизации;
Наличие клиентской базы будет преимуществом.
Условия:
Испытательный период до 3х месяцев;
Официальное трудоустройство;
Квартальные бонусы;
Карьерный рост;
Сотовая связь;
Скидки на продукцию.

Обязательно! Если вы дочитали, напишите в сопроводительном письме, за какие заслуги и почему хотите устроиться на данную позицию",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120275640,Не указано,Не указано,2025-05-18
Credit Administrator,ТОО Scania Central Asia,Алматы,"от 400 000 ₸ за месяц, на руки","Main responsibilities:

∙ Issuing financial agreements (cross-border and other), pledge and surety agreements.

∙ Control of regular incoming payments from customers.

∙ Follow up booking under financial contracts.

∙ Overdue payments follow up, check penalties and reminding customers of such.

∙ Contact with customers on administrative / financial issues.

∙ Preparation of verifications of payments to customers and other statements.

∙ Issuing letters, notifications and requests of different kinds on behalf.

∙ Issuing of covering documents, s. a. downpayment invoices, payment schedules, assignment letters, etc.

∙ Contracts’ administration and documents Mailing.

∙ Follow up document, payment and insurance for deliveries.

∙ Create/issue additional agreements and rescheduling (including new pay plans).

∙ Issue financial and insurance offers to the customers.

∙ Collect and check documents for financing/monitoring from the customers.

∙ Collect missing documents and insurance from the customers.

∙ Work with CRMs – input data in CRM, FMAT and other systmes.

∙ Assist in preparing credit decision forms and financial analysis.

∙ Prepare reports (weekly/monthly/quarterly) for HO.

∙ Legal issues follow up in cooperation with lawyers, notary, directly with customers.

∙ Translation of documents of different types.

Requirements:

∙ Fluent English.

∙ Higher education in finance.

∙ Appropriate experience is 2 years as minimum.

Conditions:

∙ International company.

∙ Medical insurance.

∙ Fuel compensation (for personal car).

∙ Mobile phone.

∙ Registration under an employment contract in accordance with the legislation of the Republic of Kazakhstan.

Employment type:

∙ Full time, full day.",1–3 года,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120591335,Не указано,от 400000 ₸,2025-05-18
Fullstack разработчик (Laravel + Vue),ТОО Инфинити Групп Казахстан,Алматы,"от 600 000 до 1 000 000 ₸ за месяц, на руки","Обязанности:

Разработка и поддержка внутренних и клиентских решений на базе Laravel 9+ и Vue2;
Создание и поддержка REST API, интеграции с внешними системами;
Работа с существующим кодом: анализ, рефакторинг, оптимизация;
Написание чистого, структурированного и поддерживаемого кода в соответствии с принципами SOLID и концепциями чистой архитектуры;
Работа с базами данных: проектирование, оптимизация SQL-запросов;
Участие в обсуждениях архитектурных решений, код-ревью, планировании задач;
Взаимодействие с командой разработки, аналитиками и проект-менеджерами;
Написание и поддержка автоматических тестов (будет плюсом).

Требования:

Уверенное знание Laravel 9+ и PHP 8+;
Хорошее понимание принципов ООП и архитектурных подходов;
Уверенное знание Vue 2 и опыт в построении SPA;
Опыт работы с MySQL, понимание индексов, транзакций, оптимизации запросов;
Опыт разработки RESTful API и понимание принципов взаимодействия клиент-сервер;
Умение работать с чужим кодом, объективно критиковать и воспринимать критику;
Командный дух, готовность обсуждать решения и поддерживать коллег;
Плюсом будет опыт написания Unit и Feature тестов.

Мы предлагаем:

Стабильный доход: «белая» зарплата + бонусы по результатам проектов;
Современные технологии и реальные задачи, где вы можете влиять на архитектуру и результат;
Поддержка и развитие: наставничество, внутренние обучающие программы, участие в конференциях;
Прозрачная система роста: возможность карьерного и профессионального развития внутри компании;
Корпоративная культура: уважение к мнению, открытость, юмор и взаимопомощь;
Работа в команде, где ценится качество, ответственность и готовность создавать крутые продукты.
Современный офис зона отдыха с PlayStation и мягкими пуфами, кухня с угощениями, любимая музыка на фоне.
Крутые мероприятия ежемесячные корпоративы для всей команды.
Отпуск 24 дня в году — планируйте отдых заранее.

О компании:

LEEN Platform - SaaS ERP-системауправления, спроектированная с целью оптимизации бизнес-процессов и адаптируемая под уникальные потребности каждого бизнеса.

Как присоединиться к нам: Если вы узнали себя в этом описании и хотите расти в команде, где ценится подход к делу и качество кода, отправьте своё резюме с кодовой фразой «Хочу писать светлый код для Leen». Это ваш первый шаг в команду, которая стремится не просто делать «как надо», а делать круто и с умом.",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/119888896,Не указано,600000-1000000 ₸,2025-05-18
Координатор полевых исследований,ТОО Alvin Market,Алматы,Не указано,"О нас:

Мы — исследовательская компания, которая работает с мнением людей: проводим опросы, ищем инсайты, строим смыслы.
Именно на полевом этапе начинается реальная жизнь проекта.
И нам нужен тот, кто умеет этим этапом управлять — умно, чётко и с уважением к респонденту.

Твоя зона ответственности:

Полное сопровождение полевой части исследовательских проектов

Планирование ресурсов: подбор, графики, маршруты, загрузка интервьюеров

Координация команд интервьюеров и супервайзеров

Контроль качества сбора данных, взаимодействие с отделом контроля

Поддержка логистики, оперативное реагирование на отклонения

Отчётность и сдача проекта заказчику (внутреннему или внешнему)

Что важно:

Опыт работы с полевыми опросами / исследованиями / полевыми командами от 1 года

Умение вести сразу несколько задач: тайминг, команда, качество

Навыки общения с “разными людьми”: от респондентов до аналитиков

Организованность, вовлечённость и чувство ответственности за результат

Мы предлагаем:

Фикс + KPI по успешному закрытию проектов

Наставничество от People & Culture и L&D

Трек развития до project lead или руководителя блока

Живую, динамичную команду и доверие к твоему решению

Поддержку на всех этапах: от плана до аналитики

Ты не просто управляешь людьми.
Ты управляешь частью исследования, которая превращает гипотезу в реальность.

Готов(а) стать частью команды? Откликайся.
Сделаем исследование значимым вместе.",1–3 года,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/119886379,Не указано,Не указано,2025-05-18
Специалист по тендерным продажам (на завод),ТОО Karadel Mechanics,Караганда,"от 250 000 до 1 000 000 ₸ за месяц, на руки","На стабильное предприятие в команду для построения современного эффективного коммерческого отдела требуется Специалист по тендерным закупкам:

Наши преимущества и Перспективы:

◼ Мы конкурентоспособны, поэтому нас можно представлять и продавать, с нами можно зарабатывать.

◼ Производство обладает современным импортным оборудованием, позволяющим иметь низкую себестоимость

◼ Оборот компании позволяет развивать направление тендерных площадок и есть возможность организовывать продажи в смежных областях, вплоть до импорта.

(годовой оборот порядка 4-5 млрд, и в будущем запланировано увеличение мощности производств в 2 раза за счет строительства нового завода и выпуска новой продукции)

Предлагаемые условия труда:

- стабильная справедливая оплата труда пропорционально вашей эффективности; 5 дневка.

- социальный пакет, отчисления за счет предприятия, ежегодный оплачиваемый отпуск 24 дня;

Схема оплаты и мотивации:

250000 база + 2% от валовой прибыли

Участие в следующих задачах отдела:

Наращивание валовой прибыли в 2025 году в 1,5 раза по сравнению с прошлым годом за счет:

◼ Увеличение продаж текущей продукции за счет увеличения базы лояльных заказчиков и активных продаж (ранее ими не занимались);

◼ Внедрение новых линеек продукции и организация продаж сопутствующей продукции.

Требуемые компетенции:

◼ знающий базу потенциальных покупателей и тендерных площадок;

◼ понимание конъюнктуры промышленных рынков: недропользователей, энергетической, ж/д, и других машиностроительного применения.

◼ Регламентность, внимательность, юридическая грамотность

◼ Личные положительные качества, энергичность и фокус на результат

Желательные компетенции:

◼ Опыт в оформлении CТ-KZ, сертификатов соответствия, ТПХ и др.

◼ умение достигать договоренности на будущее, навыки установления контакта. Приветствуются навыки активных продаж.

◼ Представления о технических характеристиках промышленной продукции, сортаменте металлов, чертежах.

◼ Отличные навыки работы в Excel, аналитика",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/119735140,Не указано,250000-1000000 ₸,2025-05-18
Руководитель антифрод направления (antifraud manager),ТОО NOMAPAY,Астана,Не указано,"Обязанности:

Разработка и реализация стратегии компании по противодействию мошенничеству.
Анализ продуктов и услуг компании, оптимизация бизнес-процессов для предупреждения фрода.
Разработка и доработка функционала/правил антифрод-систем.
Мониторинг инцидентов, поступающих в систему антифрод.
Анализ эффективности и достаточности систем предотвращения и контроля.
Анализ данных из разных источников для борьбы с внешним и внутренним мошенничеством.
Контроль уровня фрода в соответствии с регуляторными требованиями и правилами платежных систем.
Противодействие транзакционному мошенничеству, анализ транзакционной активности клиентов, установление лимитов по платежам и электронным кошелькам.
Автоматизация аналитических процессов, анализ ключевых метрик продукта и уровня фрода.
Внутренний контроль, анализ рисков внутри группы компаний.
Взаимодействие с поставщиками ПО для антифрод-систем.
Поиск аномалий при проведении транзакций, сбор и анализ событий для снижения рисков.
Участие в тестировании антифрод-систем.
Прогнозирование новых схем мошенничества, разбор инцидентов, разработка инструментов для предотвращения фрода.
Взаимодействие с правоохранительными органами и службами безопасности, обмен информацией с банками по вопросам экономической безопасности.

Требования:

Высшее экономическое, финансовое, техническое или юридическое образование.
Опыт работы на финансовом рынке (антифрод, внутренний контроль, аудит) не менее 3 лет.
Опыт анализа кейсов, расследований, знание риск-метрик и фрод-систем.
Знание регуляторных требований и правил платежных систем в области антифрода.
Знание принципов работы транзакционного и сессионного антифрода.
Опыт работы с электронными деньгами в банке/платежной организации.
Знание правил платежных систем Visa, Mastercard и взаимодействия с МПС по вопросам мошенничества.
Опыт интеграции антифрод-систем с различными источниками информации.
Владение SQL, Power BI.
Условия:

Работа в перспективной отрасли финтех;

Официальное трудоустройство и полный соцпакет согласно ТК РК;

Конкурентная зарплата;

Комфортный офис в центре города с удобной локацией и уютной атмосферой;

Корпоративные мероприятия и тимбилдинги;

Комфортная рабочая атмосфера, где мы создаем условия для продуктивности и роста.",3–6 лет,Полная занятость,5/2,8,На месте работодателя или удалённо,18 мая 2025,https://hh.kz/vacancy/120126443,Не указано,Не указано,2025-05-18
Бизнес аналитик,ТОО TECHDRIVE,Алматы,Не указано,"Вакансия: Бизнес аналитик

О компании TechDrive:

Мы TechDrive – инновационная технологическая компания, специализирующаяся на Разработке передовых IT-решений для бизнеса, создании цифровых продуктов, автоматизации процессов в FinTech решении. Мы являемся лидерами в сфере автокредитования. Наша миссия – Быть драйвером роста продаж автокредитов наших партнеров, объединяя лучшие финансовые практики и передовые технологии.

О роли Бизнес аналитика:

Мы ищем талантливого и проактивного Бизнес аналитика, который станет ключевым звеном между нашими клиентами/бизнес-заказчиками и командой разработки. Вам предстоит глубоко анализировать потребности, выявлять проблемы и возможности, а также формализовывать требования для создания высококачественных и ценных программных продуктов. Если вы умеете видеть картину целиком, мыслить системно и эффективно коммуницировать, мы ждем вас!

Чем вы будете заниматься:

Сбор, анализ, структурирование и формализация бизнес-требований от стейкхолдеров (клиентов, руководителей, конечных пользователей).

Проведение интервью, воркшопов, опросов и других мероприятий для выявления потребностей и определения объема работ.

Описание и моделирование бизнес-процессов (с использованием BPMN, UML или других нотаций).

Разработка и ведение необходимой документации: спецификации, технические задания, user stories, user cases, регламенты.

Взаимодействие с командами разработки, тестирования и управления проектами на всех стадиях жизненного цикла продукта.

Анализ данных для выявления закономерностей, проблем и обоснования решений.

Участие в планировании, оценке сроков и ресурсов проектов.

Поддержка команды тестирования, участие в функциональном и приемном тестировании.

Анализ и оптимизация существующих бизнес-процессов.

Проактивное предложение решений, улучшающих продукты и процессы.

Наши ожидания:

Опыт работы Бизнес аналитиком от 2-3 лет.

Уверенное владение техниками сбора и анализа требований.

Опыт работы с инструментами управления требованиями и задачами (Jira, Confluence, Trello).

Знание и понимание основных методологий разработки ПО (Agile, Scrum, Kanban).

Опыт моделирования бизнес-процессов (знание BPMN будет существенным плюсом).

Сильные аналитические способности, умение работать с большим объемом информации и выявлять главное.

Отличные коммуникативные навыки, умение эффективно взаимодействовать с разными типами стейкхолдеров.

Умение четко и грамотно излагать мысли устно и письменно.

Внимательность к деталям, системное мышление, ответственность.

Будет плюсом:

Опыт работы в FinTech, E-commerce.

Знание основ SQL.

Опыт работы с API (понимание принципов, умение работать с инструментами типа Postman).

Понимание основ UX/UI дизайна.

Наличие профильных сертификатов (например, CBAP, CCBA).

Техническое образование или бэкграунд.

Что мы предлагаем:

Конкурентную заработную плату, обсуждаемую по результатам собеседования.

Официальное трудоустройство согласно законодательству РК.

Возможности для профессионального и карьерного роста в быстрорастущей компании.

Интересные и масштабные проекты, где можно применить свои знания и приобрести новый опыт.

Работа в команде высококвалифицированных и увлеченных своим делом профессионалов.

Офис в Алматы.

Компенсация на выбор: обучения, спорт, здоровье, питание.

Мы ждем вас в TechDrive!",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/119768146,Не указано,Не указано,2025-05-18
"Data Scientist на проект социальной сети (Junior+ , Middle) – парт-тайм/совмещение",ИП LEGKO company,Караганда,Не указано,"Мы LEGKO COMPANY – IT-студия, занимающаяся разработкой веб-продуктов, автоматизацией бизнес-процессов и внедрением аналитики. Работаем с проектами разного уровня сложности – от MVP до крупных цифровых платформ.

Сейчас мы в поиске Data Scientist на part-time или совмещение, который хочет развиваться, работать с реальными проектами и прокачивать свои навыки.

Твой уровень может быть любым – главное желание развиваться и доверие в работе

Есть программа обучения (на английском) и менторинг от тимлида на реальных проектах

Перед стартом – тестовое задание (можно выбрать оплачиваемое или бесплатное с меньшим объемом на твой выбор)

Обязанности:
• Анализ и обработка данных о поведении пользователей (активность, вовлеченность, взаимодействие с контентом, пользовательские связи).
• Построение и улучшение рекомендательных систем (персонализированная лента, рекомендации по контенту и новым знакомствам).
• Сегментация пользователей на основе интересов, активности и географии.
• Разработка и тестирование гипотез по улучшению пользовательского опыта и монетизации.
• Работа с большими массивами данных, поиск закономерностей и инсайтов для бизнеса.
• Подготовка и визуализация аналитических отчетов и dashboards.
• Участие в A/B-тестировании новых функций и алгоритмов.
• Мониторинг и прогнозирование ключевых метрик (DAU, MAU, Retention и т.д.).

Требования к кандидату:
• Опыт работы от 2-х лет на позиции Data Scientist, Data Analyst или аналогичной роли.
• Знания Python и библиотек для работы с данными (pandas, numpy, scikit-learn, TensorFlow/PyTorch).
• Умение работать с SQL и NoSQL базами данных (MongoDB, PostgreSQL).
• Опыт работы с инструментами визуализации данных (Tableau, Power BI, Plotly, Seaborn).
• Понимание принципов рекомендательных систем, классификации, кластеризации и регрессионного анализа.
• Опыт работы с Big Data-инструментами (Apache Spark, Hadoop, Databricks и т.д.) будет преимуществом.
• Высокий уровень аналитического мышления, способность формулировать и тестировать гипотезы.
• Понимание и опыт работы с A/B-тестами и статистическим анализом результатов.

Будет плюсом:
• Опыт работы в проектах социальных сетей или платформ с высоким уровнем пользовательской активности.
• Знание нейросетевых моделей, опыт работы с NLP (анализ текстов и комментариев).
• Опыт работы с облачными сервисами (AWS, Azure, Google Cloud).
• Знание инструментов для работы с веб-аналитикой (Google Analytics, Amplitude, Mixpanel).

Условия работы:
• Удалённая работа с гибким графиком.
• Чёткие задачи и участие в масштабном проекте.
• Возможность быстрого карьерного и профессионального роста.
• Прямая коммуникация в команде через Telegram и использование трекеров.

Ждем специалиста, который увлечен работой с данными и готов к активному участию в развитии социальной сети!

Если прочитал вакансию до конца, и тебя устраивают условия работы, то пиши в отклике слово ""Дэйта""",1–3 года,"Частичная занятость
Возможно временное оформление","по выходным, свободный и другие варианты","2, 3, 4 или по договорённости",Удалённо,18 мая 2025,https://hh.kz/vacancy/120661615,Не указано,Не указано,2025-05-18
